sale.date,borough,borough_name,neighborhood,building.class.category,zip.code,sale.price,residential.units,commercial.units,total.units,land.square.feet,gross.square.feet,year.built,sale.year,age
2018-08-22,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11364,910000,1,0,1,3700,1224,1955,2018,63
2018-08-22,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11426,530000,1,0,1,3000,1490,1920,2018,98
2018-08-22,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,40000,1,0,1,4000,1120,1955,2018,63
2018-08-22,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,660000,1,0,1,4000,1086,1945,2018,73
2018-08-22,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,499900,1,0,1,4000,1163,1945,2018,73
2018-08-22,4,Queens,COLLEGE POINT,01 ONE FAMILY DWELLINGS,11356,607284,1,0,1,2500,2086,1930,2018,88
2018-08-22,4,Queens,DOUGLASTON,01 ONE FAMILY DWELLINGS,11362,1390000,1,0,1,9714,3312,2006,2018,12
2018-08-22,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11354,900000,1,0,1,3891,1564,1920,2018,98
2018-08-22,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,910000,1,0,1,3900,1254,1955,2018,63
2018-08-22,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,880000,1,0,1,3805,1570,1925,2018,93
2018-08-22,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11365,1530000,1,0,1,3927,1095,1960,2018,58
2018-08-22,4,Queens,HILLCREST,01 ONE FAMILY DWELLINGS,11432,708000,1,0,1,2000,1360,1930,2018,88
2018-08-22,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11412,204250,1,0,1,3242,1772,1920,2018,98
2018-08-22,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,595000,1,0,1,2100,1636,1930,2018,88
2018-08-22,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,515000,1,0,1,2500,1344,1925,2018,93
2018-08-22,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11377,715000,1,0,1,1800,1831,1955,2018,63
2018-08-22,4,Queens,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,11378,765000,1,0,1,1800,1368,1940,2018,78
2018-08-22,4,Queens,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,11379,770000,1,0,1,1808,1080,1940,2018,78
2018-08-22,4,Queens,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,11364,938000,1,0,1,5000,1454,1950,2018,68
2018-08-22,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11427,690000,1,0,1,6000,1200,1930,2018,88
2018-08-22,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,218500,1,0,1,3000,1368,1925,2018,93
2018-08-22,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11419,440000,1,0,1,2335,1314,1930,2018,88
2018-08-22,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,182000,1,0,1,2600,1056,1960,2018,58
2018-08-22,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,426000,1,0,1,2483,1464,1920,2018,98
2018-08-22,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,570000,1,0,1,4000,1298,1930,2018,88
2018-08-22,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11413,230000,1,0,1,2001,1100,2005,2018,13
2018-08-22,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,380000,1,0,1,2442,1428,1930,2018,88
2018-08-22,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,865000,1,0,1,1955,1831,1970,2018,48
2018-08-22,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,950000,1,0,1,4040,1150,1950,2018,68
2018-08-22,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS,11421,530000,1,0,1,2000,1344,1920,2018,98
2018-08-21,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11203,520000,1,0,1,4000,1818,1920,2018,98
2018-08-21,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11210,700000,1,0,1,1896,1444,1905,2018,113
2018-08-21,3,Brooklyn,KENSINGTON,01 ONE FAMILY DWELLINGS,11218,1450000,1,0,1,1500,1500,1910,2018,108
2018-08-21,3,Brooklyn,MADISON,01 ONE FAMILY DWELLINGS,11229,1160000,1,0,1,2500,1564,1920,2018,98
2018-08-21,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11234,1900000,1,0,1,4000,1262,1920,2018,98
2018-08-21,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11426,690000,1,0,1,4000,1230,1950,2018,68
2018-08-21,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS,11040,754000,1,0,1,4080,1578,1950,2018,68
2018-08-21,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS,11001,669000,1,0,1,4000,949,1945,2018,73
2018-08-21,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,920000,1,0,1,4000,1771,1925,2018,93
2018-08-21,4,Queens,FOREST HILLS,01 ONE FAMILY DWELLINGS,11375,825000,1,0,1,1800,1224,1940,2018,78
2018-08-21,4,Queens,FOREST HILLS,01 ONE FAMILY DWELLINGS,11375,1515000,1,0,1,4000,1417,1940,2018,78
2018-08-21,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11423,629000,1,0,1,2300,1588,1920,2018,98
2018-08-21,4,Queens,HOLLISWOOD,01 ONE FAMILY DWELLINGS,11423,850000,1,0,1,4860,1904,1940,2018,78
2018-08-21,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,335000,1,0,1,3120,1184,1930,2018,88
2018-08-21,4,Queens,LITTLE NECK,01 ONE FAMILY DWELLINGS,11363,780000,1,0,1,3440,990,1925,2018,93
2018-08-21,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11378,735000,1,0,1,2500,1711,1945,2018,73
2018-08-21,4,Queens,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,11364,1140000,1,0,1,7000,3000,1940,2018,78
2018-08-21,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,450000,1,0,1,2000,956,1925,2018,93
2018-08-21,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,485000,1,0,1,2000,1050,1925,2018,93
2018-08-21,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11413,540000,1,0,1,4000,1519,1935,2018,83
2018-08-21,4,Queens,SUNNYSIDE,01 ONE FAMILY DWELLINGS,11377,978000,1,1,2,855,1482,1930,2018,88
2018-08-21,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,1175000,1,0,1,5000,648,1920,2018,98
2018-08-20,2,Bronx,THROGS NECK,01 ONE FAMILY DWELLINGS,10465,525000,1,0,1,3523,1275,1925,2018,93
2018-08-20,2,Bronx,THROGS NECK,01 ONE FAMILY DWELLINGS,10465,340000,1,0,1,4000,1426,1915,2018,103
2018-08-20,3,Brooklyn,BENSONHURST,01 ONE FAMILY DWELLINGS,11214,2100000,1,0,1,6000,4276,1910,2018,108
2018-08-20,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11210,610000,1,0,1,1950,1204,1925,2018,93
2018-08-20,3,Brooklyn,GRAVESEND,01 ONE FAMILY DWELLINGS,11204,725000,1,0,1,1652,1110,1920,2018,98
2018-08-20,3,Brooklyn,GRAVESEND,01 ONE FAMILY DWELLINGS,11223,800000,1,0,1,2000,960,1925,2018,93
2018-08-20,3,Brooklyn,MADISON,01 ONE FAMILY DWELLINGS,11229,750000,1,0,1,2000,1532,1930,2018,88
2018-08-20,3,Brooklyn,MANHATTAN BEACH,01 ONE FAMILY DWELLINGS,11235,850000,1,0,1,2500,2016,1925,2018,93
2018-08-20,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11230,162240,1,0,1,4000,2572,1910,2018,108
2018-08-20,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11210,900000,1,0,1,2175,1708,1925,2018,93
2018-08-20,3,Brooklyn,PARK SLOPE,01 ONE FAMILY DWELLINGS,11215,4257000,1,0,1,1501,2630,1901,2018,117
2018-08-20,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11426,498000,1,0,1,2541,2088,1920,2018,98
2018-08-20,4,Queens,ELMHURST,01 ONE FAMILY DWELLINGS,11373,825000,1,0,1,2000,1962,1920,2018,98
2018-08-20,4,Queens,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,11691,170000,1,0,1,5350,1064,1920,2018,98
2018-08-20,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,980000,1,0,1,3000,1700,1920,2018,98
2018-08-20,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11355,980000,1,0,1,3300,1216,1930,2018,88
2018-08-20,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11367,654000,1,0,1,1800,1335,1950,2018,68
2018-08-20,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11428,570000,1,0,1,2600,1120,1925,2018,93
2018-08-20,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11412,410670,1,0,1,4419,1492,1940,2018,78
2018-08-20,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,378708,1,0,1,1600,804,1920,2018,98
2018-08-20,4,Queens,JAMAICA HILLS,01 ONE FAMILY DWELLINGS,11432,770000,1,0,1,4000,1620,1901,2018,117
2018-08-20,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11378,495000,1,0,1,1655,600,1925,2018,93
2018-08-20,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,390390,1,0,1,3000,1392,1930,2018,88
2018-08-20,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11417,500000,1,0,1,1981,924,1920,2018,98
2018-08-20,4,Queens,ROCKAWAY PARK,01 ONE FAMILY DWELLINGS,11694,325000,1,0,1,4000,1990,1910,2018,108
2018-08-20,4,Queens,ROSEDALE,01 ONE FAMILY DWELLINGS,11422,430000,1,0,1,4500,1100,1950,2018,68
2018-08-20,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,290000,1,0,1,2800,1334,1925,2018,93
2018-08-20,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,335381,1,0,1,2400,1552,1930,2018,88
2018-08-20,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,395000,1,0,1,1414,1381,1992,2018,26
2018-08-17,2,Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,10457,241500,1,0,1,2500,1474,1901,2018,117
2018-08-17,2,Bronx,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS,10455,555000,1,0,1,2500,1714,1915,2018,103
2018-08-17,2,Bronx,PELHAM PARKWAY SOUTH,01 ONE FAMILY DWELLINGS,10461,475000,1,0,1,2417,2030,1940,2018,78
2018-08-17,2,Bronx,WAKEFIELD,01 ONE FAMILY DWELLINGS,10466,442500,1,0,1,2379,1208,1920,2018,98
2018-08-17,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11209,1760000,1,0,1,4000,2226,1925,2018,93
2018-08-17,3,Brooklyn,BENSONHURST,01 ONE FAMILY DWELLINGS,11228,1380000,1,0,1,5000,1838,1910,2018,108
2018-08-17,3,Brooklyn,BROWNSVILLE,01 ONE FAMILY DWELLINGS,11212,455000,1,0,1,1800,1148,1987,2018,31
2018-08-17,3,Brooklyn,CONEY ISLAND,01 ONE FAMILY DWELLINGS,11224,557000,1,0,1,1663,1344,1985,2018,33
2018-08-17,3,Brooklyn,MANHATTAN BEACH,01 ONE FAMILY DWELLINGS,11235,900000,1,0,1,4160,2500,1960,2018,58
2018-08-17,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11234,650000,1,0,1,1800,1036,1925,2018,93
2018-08-17,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11230,554583,1,0,1,4000,2660,1920,2018,98
2018-08-17,3,Brooklyn,MILL BASIN,01 ONE FAMILY DWELLINGS,11234,750000,1,0,1,2367,2028,1965,2018,53
2018-08-17,4,Queens,ASTORIA,01 ONE FAMILY DWELLINGS,11103,1137500,1,0,1,1118,1375,1940,2018,78
2018-08-17,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11361,650000,1,0,1,1900,760,1945,2018,73
2018-08-17,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11364,925000,1,0,1,4000,1495,1940,2018,78
2018-08-17,4,Queens,DOUGLASTON,01 ONE FAMILY DWELLINGS,11362,863000,1,0,1,4500,1376,1925,2018,93
2018-08-17,4,Queens,EAST ELMHURST,01 ONE FAMILY DWELLINGS,11369,538000,1,0,1,1500,770,1915,2018,103
2018-08-17,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS,11001,700000,1,0,1,4000,1302,1955,2018,63
2018-08-17,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS,11001,705000,1,0,1,4000,1142,1945,2018,73
2018-08-17,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11365,860000,1,0,1,3500,1145,1950,2018,68
2018-08-17,4,Queens,HILLCREST,01 ONE FAMILY DWELLINGS,11432,994999,1,0,1,3000,840,1935,2018,83
2018-08-17,4,Queens,JAMAICA,01 ONE FAMILY DWELLINGS,11433,333000,1,0,1,2500,1202,1925,2018,93
2018-08-17,4,Queens,LITTLE NECK,01 ONE FAMILY DWELLINGS,11362,905000,1,0,1,3880,1567,1930,2018,88
2018-08-17,4,Queens,NEPONSIT,01 ONE FAMILY DWELLINGS,11694,1100000,1,0,1,4500,2096,1930,2018,88
2018-08-17,4,Queens,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,11364,795000,1,0,1,2600,1116,1950,2018,68
2018-08-17,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,310797,1,0,1,3325,854,1920,2018,98
2018-08-17,4,Queens,REGO PARK,01 ONE FAMILY DWELLINGS,11374,1230000,1,0,1,4917,1971,1935,2018,83
2018-08-17,4,Queens,ROSEDALE,01 ONE FAMILY DWELLINGS,11413,350000,1,0,1,4000,1150,1955,2018,63
2018-08-17,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,880000,1,0,1,4000,1182,1945,2018,73
2018-08-17,5,Staten Island,ANNADALE,01 ONE FAMILY DWELLINGS,10312,475000,1,0,1,2333,1515,1992,2018,26
2018-08-16,2,Bronx,BRONXDALE,01 ONE FAMILY DWELLINGS,10469,449000,1,0,1,1008,1528,1960,2018,58
2018-08-16,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11209,957500,1,0,1,1189,1024,1930,2018,88
2018-08-16,3,Brooklyn,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,11228,905000,1,0,1,1783,1204,1925,2018,93
2018-08-16,3,Brooklyn,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,11225,300000,1,0,1,2200,960,1920,2018,98
2018-08-16,3,Brooklyn,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,302424,1,0,1,2110,1036,1920,2018,98
2018-08-16,3,Brooklyn,MADISON,01 ONE FAMILY DWELLINGS,11229,780000,1,0,1,2100,1404,1920,2018,98
2018-08-16,3,Brooklyn,MANHATTAN BEACH,01 ONE FAMILY DWELLINGS,11235,1207500,1,0,1,2733,3564,1935,2018,83
2018-08-16,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11210,735000,1,0,1,2000,1504,1925,2018,93
2018-08-16,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11210,1600000,1,0,1,4000,1950,1920,2018,98
2018-08-16,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11364,1080000,1,0,1,4218,1496,1935,2018,83
2018-08-16,4,Queens,COLLEGE POINT,01 ONE FAMILY DWELLINGS,11356,818000,1,0,1,2500,1853,1930,2018,88
2018-08-16,4,Queens,ELMHURST,01 ONE FAMILY DWELLINGS,11373,850000,1,0,1,1903,1294,1925,2018,93
2018-08-16,4,Queens,ELMHURST,01 ONE FAMILY DWELLINGS,11373,985000,1,0,1,1379,1237,1950,2018,68
2018-08-16,4,Queens,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,11691,987702,1,0,1,3190,3280,2017,2018,1
2018-08-16,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11367,800000,1,0,1,4000,1436,1945,2018,73
2018-08-16,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,690000,1,0,1,4000,1304,1950,2018,68
2018-08-16,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11378,790000,1,0,1,2408,1152,1925,2018,93
2018-08-16,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,630000,1,0,1,4000,1424,1925,2018,93
2018-08-16,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,265000,1,0,1,2000,1330,1920,2018,98
2018-08-16,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,400000,1,0,1,2002,882,1930,2018,88
2018-08-16,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,395000,1,0,1,1400,784,1925,2018,93
2018-08-16,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,481650,1,0,1,3000,1620,1920,2018,98
2018-08-16,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,435000,1,0,1,2500,960,1950,2018,68
2018-08-16,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11433,499900,1,0,1,4300,1900,1935,2018,83
2018-08-16,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11411,530000,1,0,1,1800,1224,1950,2018,68
2018-08-16,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11411,630000,1,0,1,3000,1720,1920,2018,98
2018-08-16,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,649800,1,0,1,3000,1600,1925,2018,93
2018-08-16,5,Staten Island,CONCORD,01 ONE FAMILY DWELLINGS,10304,255000,1,0,1,816,1248,1987,2018,31
2018-08-16,5,Staten Island,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS,10304,835000,1,0,1,5000,1560,1910,2018,108
2018-08-16,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,300000,1,0,1,2704,1615,1935,2018,83
2018-08-16,5,Staten Island,WILLOWBROOK,01 ONE FAMILY DWELLINGS,10314,690000,1,0,1,3456,1536,1980,2018,38
2018-08-15,2,Bronx,BRONXDALE,01 ONE FAMILY DWELLINGS,10469,434000,1,0,1,2500,1470,1970,2018,48
2018-08-15,2,Bronx,CASTLE HILL/UNIONPORT,01 ONE FAMILY DWELLINGS,10473,242000,1,0,1,3564,945,1958,2018,60
2018-08-15,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS,10469,520000,1,0,1,2000,1400,1931,2018,87
2018-08-15,2,Bronx,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,10461,447500,1,0,1,2500,1828,1930,2018,88
2018-08-15,3,Brooklyn,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,11213,1432500,1,0,1,2180,2008,1901,2018,117
2018-08-15,3,Brooklyn,EAST NEW YORK,01 ONE FAMILY DWELLINGS,11207,530000,1,1,2,1862,2752,1930,2018,88
2018-08-15,3,Brooklyn,EAST NEW YORK,01 ONE FAMILY DWELLINGS,11207,650000,1,1,2,1875,2064,1935,2018,83
2018-08-15,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11210,500000,1,0,1,2000,1378,1925,2018,93
2018-08-15,3,Brooklyn,FLATBUSH-LEFFERTS GARDEN,01 ONE FAMILY DWELLINGS,11225,2590000,1,0,1,2000,3752,1901,2018,117
2018-08-15,3,Brooklyn,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,147500,1,0,1,1600,1384,1940,2018,78
2018-08-15,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11230,1790000,1,0,1,4000,2762,1910,2018,108
2018-08-15,3,Brooklyn,MILL BASIN,01 ONE FAMILY DWELLINGS,11234,566500,1,0,1,1800,1224,1960,2018,58
2018-08-15,3,Brooklyn,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,11230,1300000,1,0,1,2100,1350,1925,2018,93
2018-08-15,3,Brooklyn,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,11234,555000,1,0,1,2125,1064,1920,2018,98
2018-08-15,3,Brooklyn,PARK SLOPE,01 ONE FAMILY DWELLINGS,11215,3850000,1,0,1,1500,2524,1901,2018,117
2018-08-15,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11426,586000,1,0,1,1800,1188,1945,2018,73
2018-08-15,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11426,688000,1,0,1,4000,1376,1945,2018,73
2018-08-15,4,Queens,BRIARWOOD,01 ONE FAMILY DWELLINGS,11435,650000,1,0,1,2080,1232,1920,2018,98
2018-08-15,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,450000,1,0,1,2542,1554,1940,2018,78
2018-08-15,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11355,890000,1,0,1,2500,1056,1960,2018,58
2018-08-15,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11412,528795,1,0,1,2500,1072,1925,2018,93
2018-08-15,4,Queens,HOLLISWOOD,01 ONE FAMILY DWELLINGS,11423,885000,1,0,1,4000,1648,1940,2018,78
2018-08-15,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11422,535000,1,0,1,4500,1148,1950,2018,68
2018-08-15,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11378,819000,1,0,1,2300,1248,1925,2018,93
2018-08-15,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11428,530000,1,0,1,1800,1224,1940,2018,78
2018-08-15,4,Queens,REGO PARK,01 ONE FAMILY DWELLINGS,11374,750000,1,0,1,1869,1620,1938,2018,80
2018-08-15,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11418,550000,1,0,1,2158,1324,1910,2018,108
2018-08-15,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11418,721000,1,0,1,2242,1320,1920,2018,98
2018-08-15,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11418,590000,1,0,1,2548,1408,1920,2018,98
2018-08-15,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,605000,1,0,1,6000,1128,1950,2018,68
2018-08-15,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11435,359000,1,0,1,2250,1340,1920,2018,98
2018-08-15,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,525000,1,0,1,2500,1260,1925,2018,93
2018-08-15,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,275000,1,0,1,3840,1008,1930,2018,88
2018-08-15,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,361200,1,0,1,2775,1595,1935,2018,83
2018-08-15,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,582750,1,0,1,5000,1122,1935,2018,83
2018-08-15,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,988000,1,0,1,4650,1553,1950,2018,68
2018-08-15,5,Staten Island,BULLS HEAD,01 ONE FAMILY DWELLINGS,10303,500000,1,0,1,2500,1440,2005,2018,13
2018-08-15,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,592500,1,0,1,5100,1056,1950,2018,68
2018-08-14,2,Bronx,BAYCHESTER,01 ONE FAMILY DWELLINGS,10466,250000,1,0,1,1840,1584,1970,2018,48
2018-08-14,2,Bronx,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,10461,736000,1,1,2,2500,3252,1925,2018,93
2018-08-14,2,Bronx,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,10461,370000,1,0,1,2508,864,1920,2018,98
2018-08-14,2,Bronx,SOUNDVIEW,01 ONE FAMILY DWELLINGS,10473,160000,1,0,1,1800,1224,1965,2018,53
2018-08-14,2,Bronx,THROGS NECK,01 ONE FAMILY DWELLINGS,10465,400000,1,0,1,2500,1458,1930,2018,88
2018-08-14,3,Brooklyn,CYPRESS HILLS,01 ONE FAMILY DWELLINGS,11208,480000,1,0,1,1875,1320,1910,2018,108
2018-08-14,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11203,59477,1,0,1,2550,1832,1930,2018,88
2018-08-14,3,Brooklyn,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,530000,1,0,1,2000,1428,1920,2018,98
2018-08-14,3,Brooklyn,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,625000,1,0,1,2300,1512,1930,2018,88
2018-08-14,3,Brooklyn,MADISON,01 ONE FAMILY DWELLINGS,11229,690000,1,0,1,2600,1256,1915,2018,103
2018-08-14,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11210,2000000,1,0,1,4000,2251,1915,2018,103
2018-08-14,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11210,2000000,1,0,1,4000,1800,1915,2018,103
2018-08-14,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11361,998000,1,0,1,4000,1620,1960,2018,58
2018-08-14,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11364,958000,1,0,1,2689,1500,2000,2018,18
2018-08-14,4,Queens,BRIARWOOD,01 ONE FAMILY DWELLINGS,11435,950000,1,0,1,6000,1533,1940,2018,78
2018-08-14,4,Queens,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,11691,1050000,1,0,1,4000,3005,1955,2018,63
2018-08-14,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS,11004,645000,1,0,1,4000,1110,1945,2018,73
2018-08-14,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11357,790000,1,0,1,4000,1144,1950,2018,68
2018-08-14,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,905000,1,0,1,3050,1220,1920,2018,98
2018-08-14,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11357,800000,1,0,1,2250,1232,1950,2018,68
2018-08-14,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11365,885000,1,0,1,4085,2401,1950,2018,68
2018-08-14,4,Queens,FOREST HILLS,01 ONE FAMILY DWELLINGS,11375,970000,1,0,1,2000,1360,1925,2018,93
2018-08-14,4,Queens,FRESH MEADOWS,01 ONE FAMILY DWELLINGS,11366,870000,1,0,1,3900,1768,1940,2018,78
