sale.date,borough,borough_name,neighborhood,building.class.category,zip.code,sale.price,residential.units,commercial.units,total.units,land.square.feet,gross.square.feet,year.built,sale.year,age
2017-10-05,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10306,620000,1,0,1,2700,1920,1986,2017,31
2017-10-05,5,Staten Island,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS,10308,497500,1,0,1,2500,1200,1975,2017,42
2017-10-05,5,Staten Island,HUGUENOT,01 ONE FAMILY DWELLINGS,10312,558000,1,0,1,5890,1820,1965,2017,52
2017-10-05,5,Staten Island,HUGUENOT,01 ONE FAMILY DWELLINGS,10312,558000,1,0,1,5890,1820,1965,2017,52
2017-10-05,5,Staten Island,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,10306,443000,1,0,1,1092,1020,1992,2017,25
2017-10-05,5,Staten Island,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,10306,11500,1,0,1,1900,592,1940,2017,77
2017-10-05,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,517991,1,0,1,1776,1750,2005,2017,12
2017-10-05,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,450000,1,0,1,2375,1164,1910,2017,107
2017-10-05,5,Staten Island,STAPLETON,01 ONE FAMILY DWELLINGS,10304,317500,1,0,1,1458,1208,1989,2017,28
2017-10-05,5,Staten Island,TOTTENVILLE,01 ONE FAMILY DWELLINGS,10307,395000,1,0,1,2220,1467,1910,2017,107
2017-10-05,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,595000,1,0,1,2600,1344,1999,2017,18
2017-10-05,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,550000,1,0,1,3687,1440,1996,2017,21
2017-10-04,2,Bronx,CASTLE HILL/UNIONPORT,01 ONE FAMILY DWELLINGS,10473,326000,1,0,1,4150,1584,1955,2017,62
2017-10-04,2,Bronx,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,10465,825000,1,0,1,7947,1191,1960,2017,57
2017-10-04,2,Bronx,RIVERDALE,01 ONE FAMILY DWELLINGS,10471,747500,1,0,1,6200,1544,1930,2017,87
2017-10-04,2,Bronx,THROGS NECK,01 ONE FAMILY DWELLINGS,10465,485000,1,0,1,2442,1782,1955,2017,62
2017-10-04,3,Brooklyn,BROWNSVILLE,01 ONE FAMILY DWELLINGS,11212,430000,1,0,1,1800,1116,1986,2017,31
2017-10-04,3,Brooklyn,CANARSIE,01 ONE FAMILY DWELLINGS,11236,698132,1,0,1,2283,2270,1920,2017,97
2017-10-04,3,Brooklyn,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,11213,10000,1,1,2,1000,1840,1940,2017,77
2017-10-04,3,Brooklyn,CYPRESS HILLS,01 ONE FAMILY DWELLINGS,11207,540000,1,0,1,2108,1350,1899,2017,118
2017-10-04,3,Brooklyn,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS,11210,1430000,1,0,1,5000,2379,1910,2017,107
2017-10-04,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11234,705000,1,0,1,2008,2352,1935,2017,82
2017-10-04,3,Brooklyn,OCEAN PARKWAY-SOUTH,01 ONE FAMILY DWELLINGS,11235,1200000,1,0,1,4000,3624,1935,2017,82
2017-10-04,3,Brooklyn,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,11234,540000,1,0,1,2400,1280,1920,2017,97
2017-10-04,4,Queens,ARVERNE,01 ONE FAMILY DWELLINGS,11692,375000,1,0,1,2250,1530,1960,2017,57
2017-10-04,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11364,840000,1,0,1,4218,1496,1935,2017,82
2017-10-04,4,Queens,EAST ELMHURST,01 ONE FAMILY DWELLINGS,11369,585000,1,0,1,2000,1648,1915,2017,102
2017-10-04,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11354,630000,1,0,1,2500,1488,1935,2017,82
2017-10-04,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,1030000,1,0,1,2976,1980,1930,2017,87
2017-10-04,4,Queens,HILLCREST,01 ONE FAMILY DWELLINGS,11432,590000,1,0,1,2184,960,1930,2017,87
2017-10-04,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11428,531000,1,0,1,2400,1144,1935,2017,82
2017-10-04,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11412,460000,1,0,1,3000,1800,1935,2017,82
2017-10-04,4,Queens,HOLLISWOOD,01 ONE FAMILY DWELLINGS,11423,800000,1,0,1,9525,1408,1930,2017,87
2017-10-04,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,599000,1,0,1,5000,1125,1950,2017,67
2017-10-04,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,1100000,1,0,1,4483,2932,1975,2017,42
2017-10-04,4,Queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,11414,715000,1,0,1,4000,1229,1945,2017,72
2017-10-04,4,Queens,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,11370,180000,1,0,1,1900,1996,1940,2017,77
2017-10-04,4,Queens,LITTLE NECK,01 ONE FAMILY DWELLINGS,11362,950000,1,0,1,4760,1404,1955,2017,62
2017-10-04,4,Queens,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,11379,640000,1,0,1,1995,1582,1940,2017,77
2017-10-04,4,Queens,NEPONSIT,01 ONE FAMILY DWELLINGS,11694,1080000,1,0,1,6000,2034,1945,2017,72
2017-10-04,4,Queens,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,11364,780000,1,0,1,3300,1404,1940,2017,77
2017-10-04,4,Queens,OZONE PARK,01 ONE FAMILY DWELLINGS,11417,400000,1,0,1,1800,1127,1930,2017,87
2017-10-04,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,450000,1,0,1,2725,1568,1920,2017,97
2017-10-04,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11419,540000,1,0,1,2414,1100,1925,2017,92
2017-10-04,4,Queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11436,125000,1,0,1,2000,914,1915,2017,102
2017-10-04,5,Staten Island,DONGAN HILLS,01 ONE FAMILY DWELLINGS,10304,750000,1,0,1,6720,2164,1965,2017,52
2017-10-04,5,Staten Island,DONGAN HILLS,01 ONE FAMILY DWELLINGS,10304,630000,1,0,1,2500,1536,2002,2017,15
2017-10-04,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,755000,1,0,1,8640,1100,1955,2017,62
2017-10-04,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,400000,1,0,1,315,1368,1940,2017,77
2017-10-04,5,Staten Island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,10303,135000,1,0,1,1023,940,1992,2017,25
2017-10-04,5,Staten Island,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,10306,270000,1,0,1,2000,560,1925,2017,92
2017-10-04,5,Staten Island,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,10305,600000,1,0,1,2338,1900,2000,2017,17
2017-10-04,5,Staten Island,NEW DORP,01 ONE FAMILY DWELLINGS,10306,620000,1,0,1,4000,1860,1920,2017,97
2017-10-04,5,Staten Island,NEW DORP,01 ONE FAMILY DWELLINGS,10306,499000,1,0,1,4000,756,1960,2017,57
2017-10-04,5,Staten Island,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,10306,455000,1,0,1,2150,1317,2001,2017,16
2017-10-04,5,Staten Island,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS,10306,1221900,1,0,1,6719,3060,2015,2017,2
2017-10-04,5,Staten Island,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS,10306,655000,1,0,1,4000,1299,1955,2017,62
2017-10-04,5,Staten Island,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,10314,728000,1,0,1,3945,1632,1975,2017,42
2017-10-04,5,Staten Island,SOUTH BEACH,01 ONE FAMILY DWELLINGS,10305,499900,1,0,1,2340,1906,1985,2017,32
2017-10-04,5,Staten Island,SUNNYSIDE,01 ONE FAMILY DWELLINGS,10301,698000,1,0,1,3800,1248,1965,2017,52
2017-10-04,5,Staten Island,TODT HILL,01 ONE FAMILY DWELLINGS,10304,10000,1,0,1,30880,2212,1955,2017,62
2017-10-04,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10301,655000,1,0,1,5375,2000,1940,2017,77
2017-10-04,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10310,460000,1,0,1,2425,1124,1920,2017,97
2017-10-03,2,Bronx,BRONXDALE,01 ONE FAMILY DWELLINGS,10469,593162,1,0,1,2500,1248,1960,2017,57
2017-10-03,2,Bronx,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,10462,355000,1,1,2,1718,2070,1930,2017,87
2017-10-03,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS,10469,478300,1,0,1,2000,1400,1931,2017,86
2017-10-03,2,Bronx,PELHAM GARDENS,01 ONE FAMILY DWELLINGS,10469,547000,1,0,1,2542,1728,1965,2017,52
2017-10-03,2,Bronx,WOODLAWN,01 ONE FAMILY DWELLINGS,10470,535000,1,0,1,2500,2010,1920,2017,97
2017-10-03,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11228,900000,1,0,1,1225,1024,1925,2017,92
2017-10-03,3,Brooklyn,BERGEN BEACH,01 ONE FAMILY DWELLINGS,11234,740000,1,0,1,2592,2448,2001,2017,16
2017-10-03,3,Brooklyn,CANARSIE,01 ONE FAMILY DWELLINGS,11236,399000,1,0,1,1715,1446,1940,2017,77
2017-10-03,3,Brooklyn,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS,11226,310000,1,0,1,2050,1391,1925,2017,92
2017-10-03,3,Brooklyn,MADISON,01 ONE FAMILY DWELLINGS,11229,800000,1,0,1,2000,1590,1930,2017,87
2017-10-03,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11234,950000,1,0,1,4000,3312,1930,2017,87
2017-10-03,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11234,640000,1,0,1,1674,1452,1940,2017,77
2017-10-03,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11210,1376000,1,0,1,3817,3808,1920,2017,97
2017-10-03,3,Brooklyn,MILL BASIN,01 ONE FAMILY DWELLINGS,11234,1285000,1,0,1,4200,2069,1960,2017,57
2017-10-03,3,Brooklyn,MILL BASIN,01 ONE FAMILY DWELLINGS,11234,610000,1,0,1,2692,1188,1960,2017,57
2017-10-03,3,Brooklyn,OCEAN HILL,01 ONE FAMILY DWELLINGS,11233,413000,1,0,1,1439,950,1899,2017,118
2017-10-03,3,Brooklyn,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,11234,520000,1,0,1,2000,1600,1955,2017,62
2017-10-03,4,Queens,BAYSIDE,01 ONE FAMILY DWELLINGS,11361,893000,1,0,1,3800,1727,1935,2017,82
2017-10-03,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11426,545000,1,0,1,2700,1662,1920,2017,97
2017-10-03,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,247000,1,0,1,1024,864,1940,2017,77
2017-10-03,4,Queens,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,11691,210000,1,0,1,4813,1628,1940,2017,77
2017-10-03,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS,11004,659999,1,0,1,4142,1116,1950,2017,67
2017-10-03,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11365,612545,1,0,1,4962,950,1945,2017,72
2017-10-03,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11428,189000,1,0,1,5360,1620,1930,2017,87
2017-10-03,4,Queens,JAMAICA,01 ONE FAMILY DWELLINGS,11433,460160,1,0,1,1900,1272,1935,2017,82
2017-10-03,4,Queens,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS,11432,798000,1,0,1,4000,1274,1925,2017,92
2017-10-03,4,Queens,KEW GARDENS,01 ONE FAMILY DWELLINGS,11418,535000,1,0,1,1600,1152,1930,2017,87
2017-10-03,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11413,478000,1,0,1,4000,940,1945,2017,72
2017-10-03,4,Queens,OZONE PARK,01 ONE FAMILY DWELLINGS,11414,320000,1,0,1,4000,1848,1910,2017,107
2017-10-03,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11428,410000,1,0,1,4000,1716,1930,2017,87
2017-10-03,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11418,433000,1,0,1,2000,1248,1920,2017,97
2017-10-03,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11418,470000,1,0,1,2000,1072,1920,2017,97
2017-10-03,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11418,620000,1,0,1,2300,2025,1910,2017,107
2017-10-03,4,Queens,RICHMOND HILL,01 ONE FAMILY DWELLINGS,11419,390000,1,0,1,1900,1392,1920,2017,97
2017-10-03,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,600000,1,0,1,4000,1586,1930,2017,87
2017-10-03,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,455000,1,0,1,2242,1248,1930,2017,87
2017-10-03,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,525000,1,0,1,3201,1184,1930,2017,87
2017-10-03,4,Queens,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,11434,468500,1,0,1,1541,1680,1920,2017,97
2017-10-03,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11433,510000,1,0,1,3458,1260,1930,2017,87
2017-10-03,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11429,459000,1,0,1,2500,1396,1925,2017,92
2017-10-03,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,479000,1,0,1,2000,1634,1945,2017,72
2017-10-03,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,455000,1,0,1,2700,1308,1925,2017,92
2017-10-03,4,Queens,WHITESTONE,01 ONE FAMILY DWELLINGS,11357,357500,1,0,1,1975,1314,1930,2017,87
2017-10-03,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,335000,1,0,1,500,1354,1996,2017,21
2017-10-03,5,Staten Island,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,10314,705000,1,0,1,6000,1512,1899,2017,118
2017-10-03,5,Staten Island,CLOVE LAKES,01 ONE FAMILY DWELLINGS,10301,497500,1,0,1,2200,1092,1955,2017,62
2017-10-03,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,579998,1,0,1,4000,2300,1970,2017,47
2017-10-03,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10312,535000,1,0,1,2210,1292,1980,2017,37
2017-10-03,5,Staten Island,NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10301,365000,1,0,1,1236,1125,1991,2017,26
2017-10-03,5,Staten Island,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,10306,355000,1,0,1,2300,1420,1990,2017,27
2017-10-03,5,Staten Island,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,10314,530000,1,0,1,3348,1300,1970,2017,47
2017-10-03,5,Staten Island,RICHMONDTOWN-LIGHTHS HILL,01 ONE FAMILY DWELLINGS,10306,850000,1,0,1,10500,3540,1988,2017,29
2017-10-03,5,Staten Island,SUNNYSIDE,01 ONE FAMILY DWELLINGS,10301,300000,1,0,1,4000,1818,1960,2017,57
2017-10-03,5,Staten Island,TRAVIS,01 ONE FAMILY DWELLINGS,10314,420000,1,0,1,2700,1528,1987,2017,30
2017-10-03,5,Staten Island,WOODROW,01 ONE FAMILY DWELLINGS,10309,335000,1,0,1,800,960,1987,2017,30
2017-10-02,2,Bronx,WAKEFIELD,01 ONE FAMILY DWELLINGS,10466,375000,1,0,1,1624,1056,1930,2017,87
2017-10-02,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11209,1750000,1,0,1,4000,2283,1920,2017,97
2017-10-02,3,Brooklyn,BOERUM HILL,01 ONE FAMILY DWELLINGS,11217,4850000,1,0,1,2250,2529,1915,2017,102
2017-10-02,3,Brooklyn,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,11228,775000,1,0,1,2000,1360,1920,2017,97
2017-10-02,3,Brooklyn,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,11228,798888,1,0,1,2000,1280,1915,2017,102
2017-10-02,3,Brooklyn,GERRITSEN BEACH,01 ONE FAMILY DWELLINGS,11229,380000,1,0,1,1870,868,1925,2017,92
2017-10-02,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11234,500000,1,0,1,1800,938,1925,2017,92
2017-10-02,3,Brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,11230,5300000,1,1,2,1120,1792,1931,2017,86
2017-10-02,3,Brooklyn,MILL BASIN,01 ONE FAMILY DWELLINGS,11234,468000,1,0,1,1800,1188,1960,2017,57
2017-10-02,3,Brooklyn,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,11230,915000,1,0,1,1997,1360,1910,2017,107
2017-10-02,3,Brooklyn,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,11230,3500000,1,0,1,4000,1720,1925,2017,92
2017-10-02,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS,11004,680000,1,0,1,4000,1350,1945,2017,72
2017-10-02,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11354,1100000,1,0,1,5000,1064,1955,2017,62
2017-10-02,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11358,999000,1,0,1,6000,1506,1935,2017,82
2017-10-02,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11367,999000,1,0,1,3741,1905,1940,2017,77
2017-10-02,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11367,950000,1,0,1,1800,1665,1945,2017,72
2017-10-02,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11367,710000,1,0,1,2994,1296,1950,2017,67
2017-10-02,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11365,855000,1,0,1,4000,1290,1950,2017,67
2017-10-02,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11423,580000,1,0,1,2500,1264,1925,2017,92
2017-10-02,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11423,570000,1,0,1,2000,1056,1925,2017,92
2017-10-02,4,Queens,HOLLIS,01 ONE FAMILY DWELLINGS,11428,625000,1,0,1,4000,1843,1925,2017,92
2017-10-02,4,Queens,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,11427,1080000,1,0,1,6000,1745,1955,2017,62
2017-10-02,4,Queens,HOLLISWOOD,01 ONE FAMILY DWELLINGS,11423,820000,1,0,1,5680,2626,1955,2017,62
2017-10-02,4,Queens,LAURELTON,01 ONE FAMILY DWELLINGS,11422,575000,1,0,1,4000,2016,1950,2017,67
2017-10-02,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11378,750000,1,0,1,2250,1696,1925,2017,92
2017-10-02,4,Queens,MASPETH,01 ONE FAMILY DWELLINGS,11378,625000,1,0,1,2100,1790,1910,2017,107
2017-10-02,4,Queens,OZONE PARK,01 ONE FAMILY DWELLINGS,11416,510000,1,0,1,2007,1312,1925,2017,92
2017-10-02,4,Queens,OZONE PARK,01 ONE FAMILY DWELLINGS,11416,599000,1,0,1,1600,1312,1925,2017,92
2017-10-02,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11427,570000,1,0,1,4352,1480,1920,2017,97
2017-10-02,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11428,455000,1,0,1,4000,1538,1930,2017,87
2017-10-02,4,Queens,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,11429,895000,1,0,1,8255,2497,1930,2017,87
2017-10-02,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,310000,1,0,1,2500,1248,1920,2017,97
2017-10-02,4,Queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,11433,445000,1,0,1,2500,1248,1920,2017,97
2017-10-02,4,Queens,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,11420,530200,1,0,1,1912,1004,1920,2017,97
2017-10-02,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,11412,449000,1,0,1,2100,1144,1920,2017,97
2017-10-02,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS,11421,585000,1,0,1,2428,1360,1910,2017,107
2017-10-02,4,Queens,WOODHAVEN,01 ONE FAMILY DWELLINGS,11421,525000,1,0,1,1440,1220,1910,2017,107
2017-10-02,5,Staten Island,ANNADALE,01 ONE FAMILY DWELLINGS,10312,435000,1,0,1,2467,1016,1991,2017,26
2017-10-02,5,Staten Island,CONCORD,01 ONE FAMILY DWELLINGS,10304,474000,1,0,1,1226,1720,1986,2017,31
2017-10-02,5,Staten Island,ELTINGVILLE,01 ONE FAMILY DWELLINGS,10312,510000,1,0,1,2500,1080,1970,2017,47
2017-10-02,5,Staten Island,GRASMERE,01 ONE FAMILY DWELLINGS,10304,610000,1,0,1,2500,1568,1975,2017,42
2017-10-02,5,Staten Island,GREAT KILLS,01 ONE FAMILY DWELLINGS,10308,610000,1,0,1,4950,1120,1935,2017,82
2017-10-02,5,Staten Island,LIVINGSTON,01 ONE FAMILY DWELLINGS,10310,530000,1,0,1,5100,1118,1950,2017,67
2017-10-02,5,Staten Island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,10303,200000,1,0,1,5000,900,1950,2017,67
2017-10-02,5,Staten Island,PORT RICHMOND,01 ONE FAMILY DWELLINGS,10302,415000,1,0,1,3742,1232,1910,2017,107
2017-10-02,5,Staten Island,PRINCES BAY,01 ONE FAMILY DWELLINGS,10309,565000,1,0,1,2000,1908,1995,2017,22
2017-10-02,5,Staten Island,ROSSVILLE,01 ONE FAMILY DWELLINGS,10309,415000,1,0,1,1425,1720,1992,2017,25
2017-10-02,5,Staten Island,TOTTENVILLE,01 ONE FAMILY DWELLINGS,10307,915406,1,0,1,6208,2577,2015,2017,2
2017-10-02,5,Staten Island,TOTTENVILLE,01 ONE FAMILY DWELLINGS,10307,335000,1,0,1,700,960,1988,2017,29
2017-10-02,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10310,450000,1,0,1,4950,2124,1920,2017,97
2017-10-02,5,Staten Island,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,10310,339000,1,0,1,3500,1024,1910,2017,107
2017-10-02,5,Staten Island,WESTERLEIGH,01 ONE FAMILY DWELLINGS,10314,435000,1,0,1,1744,1600,1993,2017,24
2017-10-02,5,Staten Island,WESTERLEIGH,01 ONE FAMILY DWELLINGS,10314,555000,1,0,1,3510,1356,1925,2017,92
2017-09-30,5,Staten Island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,10312,425000,1,0,1,1840,1584,1973,2017,44
2017-09-30,5,Staten Island,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,10303,240000,1,0,1,3648,1560,1899,2017,118
2017-09-30,5,Staten Island,TOTTENVILLE,01 ONE FAMILY DWELLINGS,10307,369900,1,0,1,744,1248,1990,2017,27
2017-09-29,2,Bronx,BATHGATE,01 ONE FAMILY DWELLINGS,10457,380250,1,0,1,3525,1340,1899,2017,118
2017-09-29,2,Bronx,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,10462,465000,1,0,1,1458,1224,1970,2017,47
2017-09-29,2,Bronx,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,10456,305000,1,0,1,1575,1296,1992,2017,25
2017-09-29,3,Brooklyn,BATH BEACH,01 ONE FAMILY DWELLINGS,11214,850000,1,0,1,1631,928,1945,2017,72
2017-09-29,3,Brooklyn,BAY RIDGE,01 ONE FAMILY DWELLINGS,11209,845000,1,0,1,2150,1280,1925,2017,92
2017-09-29,3,Brooklyn,EAST NEW YORK,01 ONE FAMILY DWELLINGS,11207,240000,1,0,1,2500,1156,1910,2017,107
2017-09-29,3,Brooklyn,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS,11218,2875000,1,0,1,6000,3561,1901,2017,116
2017-09-29,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11203,565000,1,0,1,2000,1264,1920,2017,97
2017-09-29,3,Brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,11210,585000,1,0,1,2000,1920,1910,2017,107
2017-09-29,3,Brooklyn,FLATLANDS,01 ONE FAMILY DWELLINGS,11234,375000,1,0,1,2500,1400,1930,2017,87
2017-09-29,3,Brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,11234,950000,1,0,1,4000,1995,1925,2017,92
2017-09-29,3,Brooklyn,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS,11235,743295,1,0,1,1320,624,1920,2017,97
2017-09-29,3,Brooklyn,SUNSET PARK,01 ONE FAMILY DWELLINGS,11232,1210000,1,0,1,1000,960,1920,2017,97
2017-09-29,4,Queens,ARVERNE,01 ONE FAMILY DWELLINGS,11691,329000,1,0,1,1275,595,1925,2017,92
2017-09-29,4,Queens,BEECHHURST,01 ONE FAMILY DWELLINGS,11357,1650000,1,0,1,11020,2820,1950,2017,67
2017-09-29,4,Queens,BELLEROSE,01 ONE FAMILY DWELLINGS,11004,520000,1,0,1,1722,1332,1960,2017,57
2017-09-29,4,Queens,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,11693,336340,1,0,1,2386,1310,1920,2017,97
2017-09-29,4,Queens,BROAD CHANNEL,01 ONE FAMILY DWELLINGS,11693,308814,1,0,1,1930,890,1930,2017,87
2017-09-29,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,530000,1,0,1,3000,1600,1935,2017,82
2017-09-29,4,Queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11411,570000,1,0,1,4000,1440,1935,2017,82
2017-09-29,4,Queens,ELMHURST,01 ONE FAMILY DWELLINGS,11373,830000,1,0,1,2002,1376,1935,2017,82
2017-09-29,4,Queens,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,11691,320000,1,0,1,2873,1722,1960,2017,57
2017-09-29,4,Queens,FLORAL PARK,01 ONE FAMILY DWELLINGS,11004,625000,1,0,1,4000,1362,1950,2017,67
2017-09-29,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11354,837651,1,0,1,1640,1520,1940,2017,77
2017-09-29,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11354,998000,1,0,1,3480,2023,1950,2017,67
2017-09-29,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11365,650000,1,0,1,1800,1633,1955,2017,62
2017-09-29,4,Queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,11355,860000,1,0,1,1800,1080,1950,2017,67
2017-09-29,4,Queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,11365,920000,1,0,1,6000,1232,1965,2017,52
2017-09-29,4,Queens,GLENDALE,01 ONE FAMILY DWELLINGS,11385,340000,1,0,1,2500,660,1920,2017,97
