tconst,title_type,primary_title,genre,year,runtime_minutes,average_rating,num_votes
tt0285022,video,Disney Sing-Along-Songs: Very Merry Christmas Songs,Family,1988,27,7.7,224
tt0285225,tvMovie,Inspector Gadget Saves Christmas,Animation,1992,22,5.6,295
tt0285225,tvMovie,Inspector Gadget Saves Christmas,Comedy,1992,22,5.6,295
tt0287029,video,Timmy's Gift: A Precious Moments Christmas,Animation,1991,23,7.2,91
tt0287029,video,Timmy's Gift: A Precious Moments Christmas,Family,1991,23,7.2,91
tt0289415,video,Recess Christmas: Miracle on Third Street,Animation,2001,63,6.2,595
tt0289700,tvMovie,The Elf Who Saved Christmas,Family,1992,30,6.6,39
tt0290182,tvMovie,Edith Ann's Christmas (Just Say Noël),Animation,1996,30,5,74
tt0290182,tvMovie,Edith Ann's Christmas (Just Say Noël),Comedy,1996,30,5,74
tt0290182,tvMovie,Edith Ann's Christmas (Just Say Noël),Family,1996,30,5,74
tt0290321,tvMovie,A Town Without Christmas,Drama,2001,91,6.2,870
tt0290321,tvMovie,A Town Without Christmas,Family,2001,91,6.2,870
tt0291029,tvMovie,Babar and Father Christmas,Animation,1986,30,6.6,117
tt0291029,tvMovie,Babar and Father Christmas,Family,1986,30,6.6,117
tt0291816,tvMovie,A Christmas Carol,Drama,2000,75,6.8,601
tt0293550,video,The Real Story of O Christmas Tree,Animation,1991,25,7.6,31
tt0293783,video,A Christmas Adventure ...From a Book Called Wisely's Tales,Animation,2001,50,5.4,78
tt0293783,video,A Christmas Adventure ...From a Book Called Wisely's Tales,Family,2001,50,5.4,78
tt0295473,movie,Merry Christmas,Comedy,2001,98,4.5,1077
tt0296867,tvMovie,Christmas Box,Comedy,1976,60,6.2,15
tt0297017,tvMovie,The Bear Who Slept Through Christmas,Animation,1973,30,6.7,271
tt0297017,tvMovie,The Bear Who Slept Through Christmas,Family,1973,30,6.7,271
tt0297169,video,Holiday in the Sun,Comedy,2001,87,5,5027
tt0297169,video,Holiday in the Sun,Family,2001,87,5,5027
tt0298580,tvMovie,Twice Upon a Christmas,Comedy,2001,90,5.3,683
tt0298580,tvMovie,Twice Upon a Christmas,Drama,2001,90,5.3,683
tt0298580,tvMovie,Twice Upon a Christmas,Family,2001,90,5.3,683
tt0300195,video,Mickey's Magical Christmas: Snowed in at the House of Mouse,Animation,2001,65,6.6,3740
tt0300195,video,Mickey's Magical Christmas: Snowed in at the House of Mouse,Comedy,2001,65,6.6,3740
tt0301475,tvMovie,A Disney Channel Christmas!!!!,Animation,1983,90,7.5,191
tt0301475,tvMovie,A Disney Channel Christmas!!!!,Family,1983,90,7.5,191
tt0302411,tvMovie,The Christmas Messenger,Animation,1975,30,8.6,52
tt0303318,movie,Christmas at Wapos Bay,Animation,2002,50,6.5,10
tt0303318,movie,Christmas at Wapos Bay,Drama,2002,50,6.5,10
tt0303725,tvMovie,The Bears Who Saved Christmas,Animation,1994,22,7.2,110
tt0303725,tvMovie,The Bears Who Saved Christmas,Family,1994,22,7.2,110
tt0303847,video,The Christmas Season Massacre,Comedy,2001,70,2.7,317
tt0305312,video,Bob the Builder: A Christmas to Remember,Animation,2001,63,6.7,197
tt0305312,video,Bob the Builder: A Christmas to Remember,Comedy,2001,63,6.7,197
tt0305390,tvMovie,Coping with Christmas,Comedy,1995,25,5.3,13
tt0305390,tvMovie,Coping with Christmas,Family,1995,25,5.3,13
tt0305767,tvMovie,The Little Crooked Christmas Tree,Animation,1990,24,6.3,23
tt0305767,tvMovie,The Little Crooked Christmas Tree,Family,1990,24,6.3,23
tt0306424,tvMovie,12 Tiny Christmas Tales,Animation,2001,23,6.8,104
tt0306424,tvMovie,12 Tiny Christmas Tales,Comedy,2001,23,6.8,104
tt0308246,tvMovie,A Family Circus Christmas,Animation,1979,30,6.5,129
tt0308246,tvMovie,A Family Circus Christmas,Comedy,1979,30,6.5,129
tt0308246,tvMovie,A Family Circus Christmas,Family,1979,30,6.5,129
tt0308823,tvMovie,A Rugrats Kwanzaa Special,Animation,2001,23,6.7,65
tt0308823,tvMovie,A Rugrats Kwanzaa Special,Family,2001,23,6.7,65
tt0314176,movie,Holiday in Seoul,Drama,1997,98,6.7,67
tt0315398,tvMovie,Christmas Rush,Drama,2002,100,5.1,793
tt0316352,movie,One Hell of a Christmas,Comedy,2002,95,3.2,332
tt0319404,tvMovie,Father Knows Best: Home for Christmas,Comedy,1977,88,7.8,206
tt0319404,tvMovie,Father Knows Best: Home for Christmas,Drama,1977,88,7.8,206
tt0319404,tvMovie,Father Knows Best: Home for Christmas,Family,1977,88,7.8,206
tt0321305,movie,Killers on Holiday,Comedy,2002,95,7,80
tt0321681,tvMovie,A Christmas Carol,Drama,1994,NA,5.6,44
tt0324344,tvMovie,The Twelve Days of Christmas,Animation,1993,22,7.6,107
tt0324344,tvMovie,The Twelve Days of Christmas,Family,1993,22,7.6,107
tt0326163,tvMovie,Skinflint: A Country Christmas Carol,Family,1979,120,4.2,52
tt0328116,tvMovie,Mary Christmas,Drama,2002,100,6.6,538
tt0328116,tvMovie,Mary Christmas,Family,2002,100,6.6,538
tt0329098,video,Franklin's Magic Christmas,Animation,2001,50,6.1,148
tt0329098,video,Franklin's Magic Christmas,Comedy,2001,50,6.1,148
tt0329098,video,Franklin's Magic Christmas,Family,2001,50,6.1,148
tt0329634,tvMovie,A Special Sesame Street Christmas,Comedy,1978,60,7.3,147
tt0329634,tvMovie,A Special Sesame Street Christmas,Family,1978,60,7.3,147
tt0329737,tvMovie,It's a Very Merry Muppet Christmas Movie,Comedy,2002,100,6.3,4484
tt0329737,tvMovie,It's a Very Merry Muppet Christmas Movie,Family,2002,100,6.3,4484
tt0330151,tvMovie,A Christmas Carol,Drama,1981,110,4.4,33
tt0330151,tvMovie,A Christmas Carol,Family,1981,110,4.4,33
tt0330152,tvMovie,The Christmas Shoes,Drama,2002,100,6.6,2818
tt0330152,tvMovie,The Christmas Shoes,Family,2002,100,6.6,2818
tt0330768,tvMovie,A Pink Christmas,Animation,1978,30,7.1,429
tt0330768,tvMovie,A Pink Christmas,Comedy,1978,30,7.1,429
tt0330768,tvMovie,A Pink Christmas,Family,1978,30,7.1,429
tt0331185,tvMovie,B.C.: A Special Christmas,Animation,1981,30,6.4,70
tt0331185,tvMovie,B.C.: A Special Christmas,Comedy,1981,30,6.4,70
tt0331217,tvMovie,Christmas Eve on Sesame Street,Comedy,1978,60,8.4,1052
tt0331217,tvMovie,Christmas Eve on Sesame Street,Family,1978,60,8.4,1052
tt0331439,tvMovie,Bob Hope's Overseas Christmas Tours: Around the World with the Troops - 1941-1972,Comedy,1980,NA,7.8,194
tt0331997,movie,A Christmas Tail,Comedy,2000,91,6.2,124
tt0331997,movie,A Christmas Tail,Family,2000,91,6.2,124
tt0335093,tvMovie,The Fat Albert Christmas Special,Animation,1977,22,6.5,219
tt0335093,tvMovie,The Fat Albert Christmas Special,Comedy,1977,22,6.5,219
tt0335093,tvMovie,The Fat Albert Christmas Special,Family,1977,22,6.5,219
tt0336166,tvMovie,A Christmas Carol at Ford's Theatre,Drama,1979,120,3.1,21
tt0337689,movie,Christmas on the Nile,Comedy,2002,100,4.1,1754
tt0339343,tvMovie,The Man Who Saved Christmas,Drama,2002,100,6.5,548
tt0339343,tvMovie,The Man Who Saved Christmas,Family,2002,100,6.5,548
tt0343531,tvMovie,A Christmas Visitor,Drama,2002,100,6.9,1267
tt0345039,tvMovie,A Christmas Carol,Drama,1982,87,5,57
tt0345039,tvMovie,A Christmas Carol,Family,1982,87,5,57
tt0346706,tvMovie,Carry on Again Christmas,Comedy,1970,50,5.4,175
tt0346706,tvMovie,Carry on Again Christmas,Family,1970,50,5.4,175
tt0346750,movie,Christmas Child,Drama,2004,96,6.2,641
tt0348254,tvMovie,The True Meaning of Christmas Specials,Comedy,2002,44,6.6,95
tt0349502,tvMovie,The Great Christmas Movies,Family,1998,90,6.1,33
tt0352082,movie,Blue Collar White Christmas,Comedy,2002,80,7,29
tt0355327,tvMovie,Christmas in Hawaii,Comedy,1981,60,6.2,27
tt0356408,tvMovie,The Berenstain Bears' Christmas Tree,Animation,1979,30,7.2,263
tt0356408,tvMovie,The Berenstain Bears' Christmas Tree,Comedy,1979,30,7.2,263
tt0359409,tvMovie,A Grandfather for Christmas,Family,2002,90,4.8,28
tt0364998,tvMovie,Black Christmas,Drama,1977,50,6.1,23
tt0365390,tvMovie,Finding John Christmas,Drama,2003,90,6.3,851
tt0365390,tvMovie,Finding John Christmas,Family,2003,90,6.3,851
tt0366307,tvMovie,The Christmas Orange,Animation,2002,22,6.7,33
tt0366307,tvMovie,The Christmas Orange,Comedy,2002,22,6.7,33
tt0366307,tvMovie,The Christmas Orange,Family,2002,22,6.7,33
tt0366691,video,The Kudzu Christmas,Family,2002,87,6.9,28
tt0367623,tvMovie,Christmas Vacation 2: Cousin Eddie's Island Adventure,Comedy,2003,83,2.7,3749
tt0369000,movie,Stella on Holiday,Comedy,1986,84,7.2,333
tt0369000,movie,Stella on Holiday,Family,1986,84,7.2,333
tt0369436,movie,Four Christmases,Comedy,2008,88,5.7,77785
tt0369436,movie,Four Christmases,Drama,2008,88,5.7,77785
tt0369436,movie,Four Christmases,Romance,2008,88,5.7,77785
tt0372004,tvMovie,Undercover Christmas,Comedy,2003,87,6.3,990
tt0372004,tvMovie,Undercover Christmas,Drama,2003,87,6.3,990
tt0372004,tvMovie,Undercover Christmas,Romance,2003,87,6.3,990
tt0376932,video,The Town That Outlawed Christmas,Family,2000,88,6.7,27
tt0379215,movie,Christmas,Comedy,2003,89,7.2,96
tt0379215,movie,Christmas,Drama,2003,89,7.2,96
tt0380728,tvMovie,Stealing Christmas,Comedy,2003,89,5.7,972
tt0380728,tvMovie,Stealing Christmas,Drama,2003,89,5.7,972
tt0381268,movie,If It Snows on Christmas,Romance,1998,101,4.5,19
tt0381942,tvMovie,A Carol Christmas,Comedy,2003,92,5.1,1272
tt0381942,tvMovie,A Carol Christmas,Family,2003,92,5.1,1272
tt0385567,tvMovie,A Boyfriend for Christmas,Comedy,2004,94,6.4,3389
tt0385567,tvMovie,A Boyfriend for Christmas,Drama,2004,94,6.4,3389
tt0385567,tvMovie,A Boyfriend for Christmas,Family,2004,94,6.4,3389
tt0385737,movie,Happy Ero Christmas,Comedy,2003,109,4.1,179
tt0385737,movie,Happy Ero Christmas,Romance,2003,109,4.1,179
tt0387301,tvMovie,"I Want a Dog for Christmas, Charlie Brown",Animation,2003,43,7,1616
tt0387301,tvMovie,"I Want a Dog for Christmas, Charlie Brown",Comedy,2003,43,7,1616
tt0387301,tvMovie,"I Want a Dog for Christmas, Charlie Brown",Family,2003,43,7,1616
tt0388419,movie,Christmas with the Kranks,Comedy,2004,99,5.4,54829
tt0388419,movie,Christmas with the Kranks,Family,2004,99,5.4,54829
tt0390302,tvMovie,The Nick at Nite Holiday Special,Comedy,2003,60,7.9,80
tt0390954,tvMovie,Casper's First Christmas,Animation,1979,30,6.7,268
tt0390954,tvMovie,Casper's First Christmas,Comedy,1979,30,6.7,268
tt0390954,tvMovie,Casper's First Christmas,Family,1979,30,6.7,268
tt0391404,video,The Powerpuff Girls: 'Twas the Fight Before Christmas,Animation,2003,44,7.2,636
tt0392009,tvMovie,A Flintstone Family Christmas,Animation,1993,23,6.4,469
tt0392009,tvMovie,A Flintstone Family Christmas,Comedy,1993,23,6.4,469
tt0392009,tvMovie,A Flintstone Family Christmas,Family,1993,23,6.4,469
tt0393052,video,Another Christmas Story,Comedy,2003,18,8.1,56
tt0393249,tvMovie,EastEnders: Christmas Party,Comedy,2003,65,6.2,25
tt0393249,tvMovie,EastEnders: Christmas Party,Family,2003,65,6.2,25
tt0396200,tvMovie,Santabear's First Christmas,Animation,1986,NA,7.1,26
tt0396517,tvMovie,Busted: Christmas for Everyone,Comedy,2003,30,7.6,29
tt0396889,tvMovie,T.Bag's Christmas Turkey,Comedy,1991,25,7,13
tt0396889,tvMovie,T.Bag's Christmas Turkey,Family,1991,25,7,13
tt0397368,video,A Christmas Too Many,Comedy,2007,94,3.7,508
tt0398311,tvMovie,Scrooge: A Christmas Sarah,Comedy,1990,30,5.9,40
tt0398311,tvMovie,Scrooge: A Christmas Sarah,Family,1990,30,5.9,40
tt0399837,video,VeggieTales: The Star of Christmas,Animation,2002,48,7,453
tt0399837,video,VeggieTales: The Star of Christmas,Comedy,2002,48,7,453
tt0399837,video,VeggieTales: The Star of Christmas,Family,2002,48,7,453
tt0400299,tvMovie,Christmas in Kabul,Comedy,2003,NA,5.4,13
tt0403452,movie,Christmas Rematch,Comedy,2004,99,6.8,899
tt0403452,movie,Christmas Rematch,Drama,2004,99,6.8,899
tt0405006,tvMovie,Headin' Home for the Holidays,Comedy,1986,50,6.7,17
tt0405096,movie,Ladybirds' Christmas,Animation,2001,54,7.1,248
tt0405096,movie,Ladybirds' Christmas,Family,2001,54,7.1,248
tt0405615,video,The 12 Dogs of Christmas,Drama,2005,102,5.4,993
tt0405615,video,The 12 Dogs of Christmas,Family,2005,102,5.4,993
tt0405673,tvMovie,"All This, and Christmas Too!",Comedy,1971,60,5.6,57
tt0406649,tvMovie,A Christmas Carol: The Musical,Drama,2004,97,6.3,2131
tt0407043,tvMovie,The Night B4 Christmas,Animation,2003,70,5.2,62
tt0408814,tvMovie,George and the Christmas Star,Animation,1985,25,7.4,84
tt0408985,movie,Last Holiday,Comedy,2006,112,6.5,35192
tt0408985,movie,Last Holiday,Drama,2006,112,6.5,35192
tt0408985,movie,Last Holiday,Romance,2006,112,6.5,35192
tt0412366,tvMovie,Samantha: An American Girl Holiday,Drama,2004,86,7,2159
tt0412366,tvMovie,Samantha: An American Girl Holiday,Family,2004,86,7,2159
tt0413447,tvMovie,Daddy Wanted for Christmas,Family,2003,90,6.6,64
tt0414243,tvMovie,Love Hina Christmas Special: Silent Eve,Animation,2000,46,6.9,488
tt0414243,tvMovie,Love Hina Christmas Special: Silent Eve,Comedy,2000,46,6.9,488
tt0414243,tvMovie,Love Hina Christmas Special: Silent Eve,Romance,2000,46,6.9,488
tt0415478,video,Adventures in Odyssey: Electric Christmas,Animation,1994,30,6.8,85
tt0415478,video,Adventures in Odyssey: Electric Christmas,Family,1994,30,6.8,85
tt0418599,movie,Christmas in Love,Comedy,2004,118,4.2,1074
tt0418599,movie,Christmas in Love,Romance,2004,118,4.2,1074
tt0420550,movie,Christmas at Maxwell's,Drama,2006,94,4.3,124
tt0421151,tvMovie,A Very Married Christmas,Drama,2004,85,5,286
tt0424279,video,Mickey's Twice Upon a Christmas,Animation,2004,68,6.4,5692
tt0424279,video,Mickey's Twice Upon a Christmas,Comedy,2004,68,6.4,5692
tt0424279,video,Mickey's Twice Upon a Christmas,Family,2004,68,6.4,5692
tt0424517,tvMovie,A Tuna Christmas,Comedy,1996,NA,8.5,62
tt0427224,tvMovie,Eve's Christmas,Comedy,2004,96,5.9,1198
tt0427224,tvMovie,Eve's Christmas,Family,2004,96,5.9,1198
tt0427269,video,Francesco's Friendly World: The Gifts of Christmas,Family,1997,NA,8.3,17
tt0427430,tvMovie,Karroll's Christmas,Comedy,2004,87,6,641
tt0431438,tvMovie,Very Cool Christmas,Comedy,2004,90,3.7,519
tt0431438,tvMovie,Very Cool Christmas,Family,2004,90,3.7,519
tt0434353,video,"Spacemen, Go-go Girls and the True Meaning of Christmas",Comedy,2004,33,2.7,122
tt0435616,tvMovie,Christmas at Water's Edge,Family,2004,87,5.3,197
tt0436855,tvMovie,The Twelve Days of Christmas Eve,Comedy,2004,85,5.7,1096
tt0436855,tvMovie,The Twelve Days of Christmas Eve,Drama,2004,85,5.7,1096
tt0439334,tvMovie,The Wish That Changed Christmas,Animation,1991,30,8,108
tt0439334,tvMovie,The Wish That Changed Christmas,Comedy,1991,30,8,108
tt0439567,video,Felix the Cat Saves Christmas,Animation,2003,71,4.9,146
tt0439567,video,Felix the Cat Saves Christmas,Family,2003,71,4.9,146
tt0439734,video,Nine Dog Christmas,Animation,2002,59,5.4,146
tt0439734,video,Nine Dog Christmas,Family,2002,59,5.4,146
tt0439856,tvMovie,The Trailer Park Boys Christmas Special,Comedy,2004,57,8,3753
tt0440084,tvMovie,A Beachcombers Christmas,Comedy,2004,120,6.7,47
tt0440084,tvMovie,A Beachcombers Christmas,Drama,2004,120,6.7,47
tt0440205,tvMovie,Christmas Lights,Comedy,2004,68,6.7,315
tt0440205,tvMovie,Christmas Lights,Drama,2004,68,6.7,315
tt0441610,tvMovie,The City That Forgot About Christmas,Animation,1974,25,6.5,69
tt0441610,tvMovie,The City That Forgot About Christmas,Family,1974,25,6.5,69
tt0441634,tvMovie,Home for Christmas,Drama,2002,55,7.1,23
tt0442666,tvMovie,Essential Poems for Christmas,Family,2004,60,7.9,23
tt0443476,video,Davey & Goliath's Snowboard Christmas,Animation,2004,44,5.8,28
tt0443476,video,Davey & Goliath's Snowboard Christmas,Family,2004,44,5.8,28
tt0443495,tvMovie,EastEnders: Christmas Party,Comedy,2004,60,9,18
tt0443495,tvMovie,EastEnders: Christmas Party,Family,2004,60,9,18
tt0443734,movie,A Christmas Carol,Comedy,2004,75,5.1,139
tt0443759,video,Morecambe & Wise Christmas Cracker,Comedy,1993,60,9,10
tt0444765,tvMovie,On Christmas Eve,Romance,2005,45,6.4,18
tt0445929,tvMovie,A Bear's Christmas Tail,Comedy,2004,45,5.2,81
tt0447615,video,Christmas from Hollywood,Family,2003,72,7.6,187
tt0449027,tvMovie,Giada's Italian Holiday,Family,2005,NA,8.5,26
tt0449042,tvMovie,An Italian Christmas with Mario and Giada,Family,2004,60,7.9,11
tt0450827,tvMovie,A Christmas Tale,Comedy,2005,71,6.2,1767
tt0451073,movie,A Halfway House Christmas,Comedy,2005,50,3.9,135
tt0452829,video,Nora's Christmas Gift,Drama,1989,45,8.3,58
tt0453451,movie,Mr. Bean's Holiday,Comedy,2007,90,6.4,132186
tt0453451,movie,Mr. Bean's Holiday,Family,2007,90,6.4,132186
tt0457939,movie,The Holiday,Comedy,2006,136,6.9,308807
tt0457939,movie,The Holiday,Romance,2006,136,6.9,308807
tt0459502,movie,Stolen Holidays,Comedy,2006,90,6.4,82
tt0459502,movie,Stolen Holidays,Drama,2006,90,6.4,82
tt0461062,movie,Holiday,Drama,2006,NA,4.4,168
tt0461062,movie,Holiday,Romance,2006,NA,4.4,168
tt0462263,movie,Dreaming on Christmas,Comedy,2005,100,8.6,48
tt0462263,movie,Dreaming on Christmas,Romance,2005,100,8.6,48
tt0464929,tvMovie,David Letterman's 2nd Annual Holiday Film Festival,Comedy,1986,60,7.4,74
tt0464930,tvMovie,David Letterman's Holiday Film Festival,Comedy,1985,60,8.1,72
tt0467516,movie,Christmas in August,Drama,2005,102,5.7,40
tt0467516,movie,Christmas in August,Romance,2005,102,5.7,40
tt0468584,video,An X-Mas Message from David X. Cohen,Comedy,2003,5,8.7,29
tt0475969,tvMovie,Home for the Holidays,Drama,2005,87,5.8,272
tt0475969,tvMovie,Home for the Holidays,Family,2005,87,5.8,272
tt0477715,video,Ho Ho Nooooooo!!! It's Mr. Bill's Christmas Special!,Animation,1996,30,5.9,43
tt0477715,video,Ho Ho Nooooooo!!! It's Mr. Bill's Christmas Special!,Comedy,1996,30,5.9,43
tt0478863,video,Hermie & Friends: A Fruitcake Christmas,Animation,2005,45,6.6,41
tt0479152,tvMovie,Crazy for Christmas,Comedy,2005,90,6.3,1349
tt0479152,tvMovie,Crazy for Christmas,Drama,2005,90,6.3,1349
tt0479152,tvMovie,Crazy for Christmas,Family,2005,90,6.3,1349
tt0480008,tvMovie,Chasing Christmas,Comedy,2005,81,5.2,882
tt0480844,tvMovie,Recipe for a Perfect Christmas,Comedy,2005,120,6.4,926
tt0483445,video,A Walt Disney Christmas,Animation,1982,46,7.6,319
tt0483445,video,A Walt Disney Christmas,Comedy,1982,46,7.6,319
tt0483445,video,A Walt Disney Christmas,Family,1982,46,7.6,319
tt0485345,video,The Best Christmas Ever!,Comedy,1990,56,6.9,78
tt0485345,video,The Best Christmas Ever!,Family,1990,56,6.9,78
tt0486292,tvMovie,A Christmas Wedding,Comedy,2006,89,5.3,711
tt0486292,tvMovie,A Christmas Wedding,Romance,2006,89,5.3,711
tt0487263,tvMovie,Marie Osmond's Merry Christmas,Family,1986,NA,9.4,23
tt0491718,tvMovie,A Fairy Tale Christmas,Animation,2005,47,2.4,259
tt0491718,tvMovie,A Fairy Tale Christmas,Comedy,2005,47,2.4,259
tt0493148,video,Mr. Christmas,Drama,2004,56,4.8,231
tt0493148,video,Mr. Christmas,Family,2004,56,4.8,231
tt0493294,tvMovie,Red Boots for Christmas,Animation,1995,28,6.9,78
tt0493294,tvMovie,Red Boots for Christmas,Family,1995,28,6.9,78
tt0494208,movie,Holiday Baggage,Drama,2008,110,4.9,403
tt0494214,tvMovie,Brer Rabbit's Christmas Carol,Animation,1992,58,6,62
tt0494214,tvMovie,Brer Rabbit's Christmas Carol,Family,1992,58,6,62
tt0495165,video,Noddy Saves Christmas,Animation,2004,30,6.8,40
tt0495818,video,A Christmas Carol,Animation,1994,49,5.7,161
tt0495818,video,A Christmas Carol,Drama,1994,49,5.7,161
tt0495818,video,A Christmas Carol,Family,1994,49,5.7,161
tt0496411,movie,A Merry Little Christmas,Comedy,2006,85,3.2,212
tt0496411,movie,A Merry Little Christmas,Family,2006,85,3.2,212
tt0497025,tvMovie,Christmas in Boston,Comedy,2005,90,6.1,2384
tt0497025,tvMovie,Christmas in Boston,Romance,2005,90,6.1,2384
tt0497030,tvMovie,His and Her Christmas,Comedy,2005,89,5.1,715
tt0497030,tvMovie,His and Her Christmas,Drama,2005,89,5.1,715
tt0497030,tvMovie,His and Her Christmas,Romance,2005,89,5.1,715
tt0498016,video,Santa Claus Versus the Christmas Vixens,Comedy,2002,15,9.1,33
tt0498246,video,Ray Charles Celebrates Gospel Christmas with the Voices of Jubilation,Family,2003,90,7.7,16
tt0498361,movie,The Christmas Miracle of Jonathan Toomey,Family,2007,91,6.4,1200
tt0499003,tvMovie,Christmas Comes to PacLand,Animation,1982,24,5.7,169
tt0499003,tvMovie,Christmas Comes to PacLand,Comedy,1982,24,5.7,169
tt0499003,tvMovie,Christmas Comes to PacLand,Drama,1982,24,5.7,169
tt0499064,tvMovie,"Odmori se, zasluzio si: Christmas Special",Comedy,2005,45,8.4,45
tt0499437,tvMovie,Best Ever Christmas Films,Family,2005,47,5.8,19
tt0756632,tvMovie,The Christmas Blessing,Drama,2005,96,6.2,1202
tt0756632,tvMovie,The Christmas Blessing,Family,2005,96,6.2,1202
tt0756632,tvMovie,The Christmas Blessing,Romance,2005,96,6.2,1202
tt0757223,movie,Holiday,Drama,2006,122,6.4,537
tt0758776,tvMovie,QTN Holiday Reel,Comedy,2005,30,7.7,13
tt0760233,video,Caillou's Holiday Movie,Animation,2003,75,4.7,198
tt0760233,video,Caillou's Holiday Movie,Family,2003,75,4.7,198
tt0762148,video,Christmas Is Here Again,Animation,2007,74,5.1,369
tt0762148,video,Christmas Is Here Again,Comedy,2007,74,5.1,369
tt0765507,video,The First Christmas,Family,2005,60,8.3,35
tt0766235,video,Disney Princess: A Christmas of Enchantment,Animation,2005,63,6.1,86
tt0766251,tvMovie,Tom's Christmas Tree,Family,2006,26,9.2,34
tt0769527,video,Kathie Lee's Rock n' Tots Cafe: A Christmas 'Giff',Family,1995,30,5.2,29
tt0770729,tvMovie,Chanukah Stories,Family,2005,30,8.4,81
tt0772176,movie,Christmas Story,Drama,2007,83,7,4512
tt0772176,movie,Christmas Story,Family,2007,83,7,4512
