tconst,title_type,primary_title,simple_title,year,runtime_minutes,average_rating,num_votes
tt21950514,tvMovie,A Hollywood Christmas,a hollywood christmas,2022,91,5.2,1290
tt21974122,tvMovie,A Christmas Spark,a christmas spark,2022,85,6,463
tt21974146,movie,The Night Before Christmas,the night before christmas,2022,87,6.5,201
tt2197825,video,Barney: A Very Merry Christmas: The Movie,barney a very merry christmas the movie,2011,58,5.9,25
tt21994906,movie,Your Christmas or Mine?,your christmas or mine,2022,95,6.4,7452
tt22005252,movie,The Christmas Clapback,the christmas clapback,2022,79,7.2,73
tt2201034,tvMovie,Holiday Spin,holiday spin,2012,89,5.7,477
tt2202798,tvMovie,Christmas Twister,christmas twister,2012,86,3.5,1156
tt22028080,tvMovie,I'm Glad It's Christmas,im glad its christmas,2022,85,6.4,635
tt22037802,movie,All I Want for Christmas: The Magic Time Machine,all i want for christmas the magic time machine,2022,92,5.7,65
tt2204112,video,The Wiggles: It's Always Christmas with You!,the wiggles its always christmas with you,2011,NA,5.5,16
tt22042742,movie,Christmas Bloody Christmas,christmas bloody christmas,2022,86,5.1,4796
tt22050856,tvMovie,A Christmas... Present,a christmas present,2022,85,5.9,976
tt22072268,tvMovie,Christmas on Candy Cane Lane,christmas on candy cane lane,2022,85,5.6,363
tt22166882,tvMovie,All Saints Christmas,all saints christmas,2022,84,5.8,438
tt22167232,movie,Reporting for Christmas,reporting for christmas,2023,86,5.8,261
tt22168286,movie,Amityville Christmas Vacation,amityville christmas vacation,2022,47,4.7,93
tt22176928,movie,Uninvited for the Holidays,uninvited for the holidays,2022,72,7.7,421
tt22192262,tvMovie,The Case of the Christmas Diamond,the case of the christmas diamond,2022,90,5.2,224
tt22196454,tvMovie,A Kismet Christmas,a kismet christmas,2022,84,6.5,859
tt22207152,movie,A Christmas Mystery,a christmas mystery,2022,87,5.9,866
tt22207828,tvMovie,A Christmas Cookie Catastrophe,a christmas cookie catastrophe,2022,84,6.3,896
tt2224111,movie,Christmas. Uncensored,christmas uncensored,2012,86,5.5,467
tt22245568,tvMovie,The Great Holiday Bake War,the great holiday bake war,2022,84,6.1,109
tt22245614,tvMovie,A Christmas Fumble,a christmas fumble,2022,83,5.9,205
tt22246514,tvMovie,A Magical Christmas Village,a magical christmas village,2022,84,6.1,1000
tt22246560,tvMovie,"Lights, Camera, Christmas!",lights camera christmas,2022,84,6.6,1074
tt22247502,tvMovie,When I Think of Christmas,when i think of christmas,2022,84,5.8,787
tt22247540,tvMovie,My Southern Family Christmas,my southern family christmas,2022,84,7.1,1216
tt22247650,tvMovie,A Tale of Two Christmases,a tale of two christmases,2022,84,5.6,717
tt22258178,tvMovie,Christmas Bedtime Stories,christmas bedtime stories,2022,84,5,877
tt22258198,tvMovie,Our Italian Christmas Memories,our italian christmas memories,2022,84,6.2,757
tt22261236,tvMovie,A Prince and Pauper Christmas,a prince and pauper christmas,2022,88,5.5,190
tt22262600,tvMovie,A Big Fat Family Christmas,a big fat family christmas,2022,85,6.6,770
tt2228450,tvMovie,Christmas Angel,christmas angel,2012,88,6.7,1252
tt22295836,tvMovie,A Fabled Holiday,a fabled holiday,2022,84,6.6,1137
tt22295902,tvMovie,Undercover Holiday,undercover holiday,2022,84,5.4,750
tt22296044,tvMovie,The Holiday Sitter,the holiday sitter,2022,84,6.6,1878
tt22302170,movie,This Is Christmas,this is christmas,2022,111,6.9,2057
tt22307204,tvMovie,Holiday Heritage,holiday heritage,2022,84,5.9,351
tt22307338,tvMovie,Twas the Night Before Christmas,twas the night before christmas,2022,84,6.7,763
tt22307422,tvMovie,Hanukkah on Rye,hanukkah on rye,2022,85,7.3,1059
tt22307560,tvMovie,Long Lost Christmas,long lost christmas,2022,84,6.8,926
tt22308008,tvMovie,The Holiday Stocking,the holiday stocking,2022,84,6.7,478
tt22309256,movie,Christmas in Paradise,christmas in paradise,2022,89,3.6,390
tt2232446,video,Chilly Christmas,chilly christmas,2012,84,4.7,248
tt22325454,movie,A Savage Christmas,a savage christmas,2023,90,7.3,75
tt22462866,movie,Holidays at the Ranch,holidays at the ranch,2023,NA,2.8,38
tt22495080,movie,For the Love of Christmas,for the love of christmas,2022,123,6.3,17
tt22499672,tvMovie,Christmas at the Drive-In,christmas at the drivein,2022,85,6,805
tt22499790,tvMovie,Aisle Be Home for Christmas,aisle be home for christmas,2022,85,5.2,207
tt22499914,tvMovie,Crown Prince of Christmas,crown prince of christmas,2022,85,5.3,352
tt22500038,movie,A Belgian Chocolate Christmas,a belgian chocolate christmas,2022,NA,5.5,161
tt22500220,tvMovie,A Brush with Christmas,a brush with christmas,2022,83,5.9,647
tt22505680,movie,Christmas at the Greenbrier,christmas at the greenbrier,2022,90,7.3,65
tt22505724,movie,A Perfect Christmas Pairing,a perfect christmas pairing,2023,85,6.1,69
tt22527810,tvMovie,The 12 Days of Christmas Eve,the 12 days of christmas eve,2022,90,6.2,694
tt2256703,tvMovie,Hitched for the Holidays,hitched for the holidays,2012,87,6.5,2245
tt2263430,movie,Christmas Grace,christmas grace,2013,84,4.3,629
tt22688146,movie,A Nashville Country Christmas,a nashville country christmas,2022,86,7.6,77
tt2273141,video,Christmas Bone Us,christmas bone us,2012,6,9.8,10
tt2273641,movie,Christmas Miracle,christmas miracle,2012,92,5.3,694
tt22740828,tvMovie,Well Suited for Christmas,well suited for christmas,2022,88,6.4,529
tt22751010,tvMovie,Record Breaking Christmas,record breaking christmas,2022,90,5.4,222
tt2278803,movie,A Dog for Christmas,a dog for christmas,2015,89,4.8,752
tt2281069,video,A Christmas Story 2,a christmas story 2,2012,85,3.5,2839
tt22814692,movie,Holiday Harmony,holiday harmony,2022,110,6.2,1199
tt2289406,tvMovie,Baby's First Christmas,babys first christmas,2012,85,5.4,723
tt2294459,movie,A Christmas Carol,a christmas carol,2012,82,3.5,203
tt2294853,tvMovie,The Dog Who Saved the Holidays,the dog who saved the holidays,2012,83,4.5,308
tt2297706,video,Bratz Babyz Save Christmas,bratz babyz save christmas,2008,70,5.1,63
tt2299368,tvMovie,A Fairly Odd Christmas,a fairly odd christmas,2012,68,4.3,1011
tt23029064,tvMovie,Dognapped: Hound for the Holidays,dognapped hound for the holidays,2022,86,4.6,157
tt2304098,tvMovie,Holly's Holiday,hollys holiday,2011,85,5.4,1340
tt2306587,tvMovie,Jingle & Bell's Christmas Star,jingle  bells christmas star,2012,30,7.2,82
tt2308733,tvMovie,Home Alone: The Holiday Heist,home alone the holiday heist,2012,87,3.5,11891
tt23099300,tvMovie,All I Didn't Want for Christmas,all i didnt want for christmas,2022,89,6,215
tt23101288,tvMovie,A New Diva's Christmas Carol,a new divas christmas carol,2022,84,5.2,148
tt2315500,tvMovie,A Golden Christmas 3,a golden christmas 3,2012,88,5.6,883
tt2316383,movie,Adventures of Bailey: Christmas Hero,adventures of bailey christmas hero,2012,87,6.2,118
tt2316852,movie,What She Wants for Christmas,what she wants for christmas,2012,84,4,147
tt23204056,tvMovie,The Holiday Swap,the holiday swap,2022,91,5.9,123
tt2325491,movie,12 Dogs of Christmas: Great Puppy Rescue,12 dogs of christmas great puppy rescue,2012,102,5.1,490
tt2325993,tvMovie,The 12 Disasters of Christmas,the 12 disasters of christmas,2012,90,3.7,1242
tt2327655,movie,Xmas Without China,xmas without china,2013,70,7.5,46
tt2328727,movie,A Christmas Tree Miracle,a christmas tree miracle,2013,102,6.5,917
tt2329032,tvMovie,The March Sisters at Christmas,the march sisters at christmas,2012,91,5.4,740
tt2331880,movie,The Fitzgerald Family Christmas,the fitzgerald family christmas,2012,99,6.3,1638
tt23328642,movie,Christmas with the Carters,christmas with the carters,2022,97,5.9,21
tt2333408,movie,Christmas Oranges,christmas oranges,2012,101,6.7,694
tt2334090,tvMovie,A Christmas Wedding Date,a christmas wedding date,2012,83,5.2,1403
tt23546646,tvMovie,The Boss Baby: Christmas Bonus,the boss baby christmas bonus,2022,45,5.2,732
tt23556786,movie,Christmas Full of Grace,christmas full of grace,2022,105,4.4,738
tt2355762,tvMovie,Christmas with Holly,christmas with holly,2012,88,7,3608
tt2361175,tvMovie,Britain's Favourite Christmas Songs,britains favourite christmas songs,2011,180,5.4,20
tt23638608,tvMovie,A Wesley Christmas Wedding,a wesley christmas wedding,2023,NA,8.6,38
tt2374486,tvMovie,Help for the Holidays,help for the holidays,2012,90,6.6,2350
tt23746764,movie,Christmas Carol,christmas carol,2022,131,6.2,535
tt2374725,tvMovie,A Christmas Carol,a christmas carol,2009,NA,5.2,24
tt23752770,tvMovie,Christmas Carole,christmas carole,2022,66,6.3,612
tt2376246,tvMovie,Christmas Song,christmas song,2012,88,5.5,843
tt2376272,tvMovie,Christmas Dance,christmas dance,2012,86,6.2,999
tt23790418,movie,Christmas as Usual,christmas as usual,2023,88,5.6,187
tt2380249,tvMovie,The Christmas Consultant,the christmas consultant,2012,88,5.1,623
tt23804214,tvMovie,"Royally Yours, This Christmas",royally yours this christmas,2023,NA,6.9,24
tt23808016,movie,A Not So Merry Christmas,a not so merry christmas,2022,100,4.7,949
tt2382246,movie,Merry Christmas,merry christmas,2013,83,6.6,38
tt2383446,tvMovie,The Cat in the Hat Knows a Lot About Christmas!,the cat in the hat knows a lot about christmas,2012,60,4.8,145
tt23838598,tvMovie,Hip Hop Family Christmas Wedding,hip hop family christmas wedding,2022,86,5.2,131
tt23854182,tvMovie,An Eclectic Christmas,an eclectic christmas,2022,90,5.6,92
tt23873758,tvMovie,Christmas on the Rocks,christmas on the rocks,2022,90,5.7,116
tt23901106,movie,Momma Said Come Home for Christmas,momma said come home for christmas,2023,NA,5.3,41
tt2391116,tvMovie,Anything But Christmas,anything but christmas,2012,90,5.2,347
tt2395123,tvMovie,A Heartland Christmas,a heartland christmas,2010,90,7.4,1109
tt2403841,movie,Cowboy Christmas,cowboy christmas,2013,75,7.3,13
tt2404361,video,Scrooge by Another Name: Distributing 'A Christmas Carol',scrooge by another name distributing a christmas carol,2011,NA,5.8,14
tt2406468,movie,Scoot & Kassie's Christmas Adventure,scoot  kassies christmas adventure,2013,86,4.8,416
tt2406724,movie,Thomas & Friends: A Very Thomas Christmas,thomas  friends a very thomas christmas,2012,50,5.1,24
tt2415112,tvMovie,A Bride for Christmas,a bride for christmas,2012,84,6.5,4522
tt2415468,tvMovie,The Christmas Heart,the christmas heart,2012,90,6,691
tt24174938,video,Asda 'Have your Elf a Merry Christmas',asda have your elf a merry christmas,2022,NA,6.6,20
tt2421026,movie,I'll Be Homeless for Christmas,ill be homeless for christmas,2012,55,4.8,50
tt2424602,video,"Thomas & Friends: Merry Christmas, Thomas!",thomas  friends merry christmas thomas,2011,50,5.9,16
tt2431074,movie,Christmas Slay,christmas slay,2015,95,2.6,231
tt2439334,tvMovie,Kenny Everett's Christmas Carol,kenny everetts christmas carol,1985,29,7.2,20
tt2444354,tvMovie,All About Christmas Eve,all about christmas eve,2012,88,5.7,1271
tt2445310,tvMovie,Abominable Christmas,abominable christmas,2012,43,5.1,310
tt2450412,movie,Merry F@#$ing Christmas,merry f$ing christmas,2012,83,5.6,28
tt24511122,tvMovie,Mr Bear's Christmas,mr bears christmas,2022,11,8.4,11
tt2460976,tvMovie,Love at the Christmas Table,love at the christmas table,2012,89,6.4,2689
tt2475914,tvMovie,Holiday High School Reunion,holiday high school reunion,2012,88,4.9,1400
tt24802780,movie,Christmas Party,christmas party,2023,80,5.9,157
tt24816758,video,A Holiday Party Starring Alexandra Daddario,a holiday party starring alexandra daddario,2021,2,4.9,24
tt24822574,tvMovie,A Biltmore Christmas,a biltmore christmas,2023,NA,8.1,1664
tt24824554,video,VHS Christmas Carol: Live!,vhs christmas carol live,2022,45,9.1,24
tt24860266,movie,A Verry Merry Hood Christmas,a verry merry hood christmas,2022,NA,6.2,26
tt2486490,tvMovie,Christmas Bounty,christmas bounty,2013,90,4.4,1099
tt2505818,movie,An Evergreen Christmas,an evergreen christmas,2014,98,5.8,479
tt2507266,video,Cool Cat in the Hollywood Christmas Parade,cool cat in the hollywood christmas parade,2012,21,2,709
tt25147828,movie,Cheap vs. Expensive Xmas Day,cheap vs expensive xmas day,2022,107,9.5,14
tt25236516,movie,A Bengal for Christmas,a bengal for christmas,2023,NA,4.9,23
tt2550838,movie,The Worst Christmas of My Life,the worst christmas of my life,2012,86,5.4,1203
tt2556308,movie,Holiday,holiday,2014,160,7.2,29676
tt2556836,tvMovie,The Cast of a Christmas Story: Where Are They Now?,the cast of a christmas story where are they now,2012,60,6.3,11
tt2562146,movie,Hanukkah,hanukkah,2019,106,3.3,188
tt2566858,tvMovie,A Star for Christmas,a star for christmas,2012,88,5.1,1109
tt2571966,movie,A Little Christmas Business,a little christmas business,2013,75,3.7,294
tt2573268,movie,Fireplace for your Home: Christmas Music,fireplace for your home christmas music,2010,46,7.2,32
tt2578608,movie,Krampus: The Christmas Devil,krampus the christmas devil,2013,82,1.6,1963
tt2579624,video,Vastra Investigates: A Christmas Prequel,vastra investigates a christmas prequel,2005,3,7.4,662
tt2585850,tvMovie,The Cow That Almost Missed Christmas,the cow that almost missed christmas,2012,28,6.5,28
tt2609758,movie,A Madea Christmas,a madea christmas,2013,100,5,6906
tt2622952,tvMovie,Uncle Wormsley's Christmas,uncle wormsleys christmas,2012,30,7.8,22
tt2627630,movie,A Christmas Carol: Scrooge's Ghostly Tale,a christmas carol scrooges ghostly tale,2006,48,5.6,67
tt26541686,tvMovie,Coupled Up for Christmas,coupled up for christmas,2023,88,7.4,47
tt2665200,tvMovie,Oh Christmas Tree!,oh christmas tree,2013,87,6.3,2469
tt26729484,movie,Stab 3: Holiday Horror,stab 3 holiday horror,2023,NA,8.3,14
tt26733514,movie,A Gettysburg Christmas,a gettysburg christmas,2023,NA,8.1,17
tt26935480,tvMovie,A Cowboy Christmas,a cowboy christmas,2023,82,6,24
tt27229633,tvMovie,Sworn Justice: Taken Before Christmas,sworn justice taken before christmas,2023,NA,6.2,11
tt2725962,movie,What We Did on Our Holiday,what we did on our holiday,2014,95,6.9,23980
tt27379141,tvMovie,Christmas Time Capsule,christmas time capsule,2023,NA,6.2,202
tt2739338,movie,The Christmas Candle,the christmas candle,2013,100,6.2,2542
tt27411794,movie,Christmas Angel,christmas angel,2023,90,8.2,41
tt27496114,tvMovie,"Where Are You, Christmas?",where are you christmas,2023,84,6.4,727
tt27542956,tvMovie,My Christmas Hero,my christmas hero,2023,90,6.9,310
tt27550984,movie,Heart for the Holidays,heart for the holidays,2023,NA,6.7,22
tt27557250,tvMovie,Take Me Back for Christmas,take me back for christmas,2023,84,7.1,840
tt27558065,tvMovie,Creating Christmas,creating christmas,2023,NA,4.9,19
tt27563124,tvMovie,The Heiress of Christmas,the heiress of christmas,2023,88,7.3,24
tt27649527,movie,Christmas with Jerks,christmas with jerks,2023,86,8.6,23
tt27664086,movie,A Christmas Vintage,a christmas vintage,2023,NA,5.7,177
tt27695431,tvMovie,Me and Mr. Christmas,me and mr christmas,2023,NA,5.9,62
tt27698813,tvMovie,A World Record Christmas,a world record christmas,2023,84,7,508
tt27716649,tvMovie,So Fly Christmas,so fly christmas,2023,92,8.6,36
tt27728751,tvMovie,Christmas Casanova,christmas casanova,2023,89,5.9,138
tt27773299,tvMovie,The Fabric of Christmas,the fabric of christmas,2023,91,6.3,124
tt27774522,movie,A Christmas Frequency,a christmas frequency,2023,NA,5.1,166
tt27804299,movie,The Christmas Classic,the christmas classic,2023,86,6.4,43
tt27813285,tvMovie,Mystic Christmas,mystic christmas,2023,84,6.4,713
tt27911907,tvMovie,Flipping for Christmas,flipping for christmas,2023,90,5.9,596
tt27915407,tvMovie,Twas the Text Before Christmas,twas the text before christmas,2023,NA,7.1,473
tt27975905,tvMovie,Paris Christmas Waltz,paris christmas waltz,2023,NA,7.2,311
tt28015185,movie,Christmas Ringer,christmas ringer,2023,NA,9.2,21
tt28077855,tvMovie,A Royal Christmas Crush,a royal christmas crush,2023,120,5.5,667
tt28083244,tvMovie,Country Hearts Christmas,country hearts christmas,2023,NA,6.1,59
tt28152535,tvMovie,Christmas on Windmill Way,christmas on windmill way,2023,NA,6.2,138
tt28152545,tvMovie,A Dash of Christmas,a dash of christmas,2023,NA,6.6,318
tt28155419,tvMovie,Christmas on the Alpaca Farm,christmas on the alpaca farm,2023,NA,5.8,61
tt2815664,tvMovie,SuicideGirls: UK Holiday,suicidegirls uk holiday,2013,NA,7.6,35
tt28188089,tvMovie,A Royal Date for Christmas,a royal date for christmas,2023,NA,6.4,208
tt2821426,movie,Christmas in a Day,christmas in a day,2013,NA,7.2,59
tt28237077,tvMovie,A Merry Scottish Christmas,a merry scottish christmas,2023,120,6.7,1130
tt28256240,movie,The Christmas Venue,the christmas venue,2023,84,5.1,144
tt28328849,movie,Blessings of Christmas,blessings of christmas,2023,NA,6.9,250
tt2833108,video,Friendly Monsters: A Monster Christmas,friendly monsters a monster christmas,1994,26,6.8,18
tt28364747,movie,The Christmas Break,the christmas break,2023,99,5.4,38
tt28374407,tvMovie,A Christmas for the Ages,a christmas for the ages,2023,NA,5.8,164
tt2838678,tvMovie,A Royal Christmas,a royal christmas,2014,90,6.5,4852
tt28406621,movie,Hank's Christmas Wish,hanks christmas wish,2023,NA,4.7,16
tt28421048,tvMovie,Christmas in Scotland,christmas in scotland,2023,86,5.6,143
tt28428635,tvMovie,Just Like a Christmas Movie,just like a christmas movie,2023,89,6.8,37
tt2844004,movie,Holidays,holidays,2010,84,6.9,10
tt28503022,movie,Holiday,holiday,2023,102,6.7,20
tt28504093,tvMovie,A Christmas Blessing,a christmas blessing,2023,75,4.4,36
tt28505029,tvMovie,A Very English Christmas,a very english christmas,2023,NA,5.2,107
tt28506794,tvMovie,Jones Family Christmas,jones family christmas,2023,97,5.9,85
tt2857720,movie,A Bulldog for Christmas,a bulldog for christmas,2013,83,3.8,112
tt28651158,tvMovie,Ms. Christmas Comes to Town,ms christmas comes to town,2023,84,6.8,585
tt28664948,movie,The Taste of Christmas,the taste of christmas,2023,100,6.9,46
tt28668784,tvMovie,Merry Magic Christmas,merry magic christmas,2023,88,5.5,97
tt28669205,tvMovie,A Vineyard Christmas,a vineyard christmas,2023,NA,7.4,29
