tconst,title_type,primary_title,simple_title,year,runtime_minutes,average_rating,num_votes
tt3042886,movie,Christmas Ride,christmas ride,2013,108,6.2,22
tt3043594,tvMovie,Kristin's Christmas Past,kristins christmas past,2013,86,6.2,1260
tt3059826,video,Electric Holiday,electric holiday,2012,5,5.5,44
tt3068466,tvMovie,Christmas Belle,christmas belle,2013,85,5.1,2091
tt3072182,tvMovie,Christmas in Conway,christmas in conway,2013,97,6.7,2044
tt3074118,movie,Christmas Tears,christmas tears,2014,77,6.5,15
tt3076718,tvMovie,A Country Christmas Story,a country christmas story,2013,120,6.3,656
tt3101386,tvMovie,The Christmas Spirit,the christmas spirit,2013,84,5.8,1050
tt3118746,tvMovie,A Snow Globe Christmas,a snow globe christmas,2013,89,5.4,1261
tt3120508,video,Alone for Christmas,alone for christmas,2013,87,3.3,752
tt3131532,tvMovie,Catch a Christmas Star,catch a christmas star,2013,84,6.2,1882
tt3138040,video,Scooby-Doo: 13 Spooky Tales - Holiday Chills and Thrills,scoobydoo 13 spooky tales  holiday chills and thrills,2012,286,7.6,95
tt3162180,movie,6 Hours to Christmas,6 hours to christmas,2010,128,5.8,11
tt3169000,tvMovie,Hats Off to Christmas!,hats off to christmas,2013,85,5.9,1901
tt3188768,movie,Holidays in the Sun,holidays in the sun,2014,94,5.6,1065
tt3207076,video,VeggieTales: Merry Larry and the True Light of Christmas,veggietales merry larry and the true light of christmas,2013,46,6.9,91
tt3210376,tvMovie,Holiday Road Trip,holiday road trip,2013,88,5.4,630
tt3210602,tvMovie,All I Want for Christmas,all i want for christmas,2013,92,5.2,735
tt3226430,movie,A Christmas Wedding,a christmas wedding,2013,80,3.9,69
tt3238996,movie,A Wonderful Christmas Time,a wonderful christmas time,2014,85,5.5,130
tt3255590,movie,El Camino Christmas,el camino christmas,2017,89,5.7,10269
tt3256812,movie,A Belle for Christmas,a belle for christmas,2014,91,4.7,552
tt3268828,tvMovie,Lady Gaga & the Muppets' Holiday Spectacular,lady gaga  the muppets holiday spectacular,2013,90,5.2,649
tt3270636,movie,Headed South for Christmas,headed south for christmas,2013,64,6.3,83
tt3274632,tvMovie,Guess Who's Coming to Christmas,guess whos coming to christmas,2013,90,5.8,845
tt3289944,tvMovie,The Christmas Ornament,the christmas ornament,2013,83,6.8,2151
tt3294206,movie,Casper and Emma's Wonderful Christmas,casper and emmas wonderful christmas,2014,73,5.6,114
tt3294662,tvMovie,Mouse and Mole at Christmas Time,mouse and mole at christmas time,2013,28,6.4,44
tt3302348,movie,The Christmas Colt,the christmas colt,2013,85,3.7,78
tt3307848,video,It's a Hi-5 Christmas,its a hi5 christmas,2005,54,7.6,13
tt3310268,video,The Lady Bruins Christmas Slumber Party,the lady bruins christmas slumber party,2013,23,6.7,10
tt3326892,movie,Christmas in Hollywood,christmas in hollywood,2014,85,4.3,51
tt3327140,tvMovie,A Christmas Blessing,a christmas blessing,2013,NA,6.9,225
tt3328510,video,Scooby-Doo! Haunted Holidays,scoobydoo haunted holidays,2012,22,6.7,832
tt3338444,movie,Dollywood's a Christmas Carol,dollywoods a christmas carol,2013,45,7.1,34
tt3341268,tvMovie,The Twelve Trees of Christmas,the twelve trees of christmas,2013,87,5.8,924
tt3361702,tvMovie,All I Want for Christmas,all i want for christmas,2014,86,5,136
tt3395648,movie,Christmas at Rosemont,christmas at rosemont,2015,95,6.7,880
tt3396114,movie,The Christmas Trap,the christmas trap,2018,112,5.8,1611
tt3407630,movie,Dismembering Christmas,dismembering christmas,2015,74,4.1,222
tt3409640,movie,Christmas Cruelty!,christmas cruelty,2013,96,4.6,280
tt3438088,tvMovie,Greatest Ever Christmas Movies,greatest ever christmas movies,2013,165,5.8,21
tt3449158,video,Jubilee and Elmer Holiday Adventures: Special Edition,jubilee and elmer holiday adventures special edition,2013,29,9,22
tt3458194,tvMovie,Marry Me for Christmas,marry me for christmas,2013,120,5.4,375
tt3482032,movie,Christmas with the Karountzoses,christmas with the karountzoses,2015,110,6.3,108
tt3493870,movie,Family Holiday,family holiday,2014,90,5.3,69
tt3503454,movie,Christmas All Over Again,christmas all over again,2016,78,3.7,306
tt3509662,movie,Holiday,holiday,2014,82,5.8,427
tt3545504,movie,The Christmas King: In Full Armor,the christmas king in full armor,2015,93,5.3,265
tt3562266,movie,Christmas in Palm Springs,christmas in palm springs,2014,84,5,484
tt3579250,tvMovie,The Tree That Saved Christmas,the tree that saved christmas,2014,88,6.1,1218
tt3579698,movie,12 Dog Days Till Christmas,12 dog days till christmas,2014,90,4.7,538
tt3596436,movie,Home for Christmas,home for christmas,2014,102,5.5,345
tt3617078,video,The Badly Animated Marvel Christmas Carol,the badly animated marvel christmas carol,2014,61,8,10
tt3626180,tvMovie,The Christmas Secret,the christmas secret,2014,86,7.3,3706
tt3683386,movie,The Borrowed Christmas,the borrowed christmas,2014,95,4,202
tt3688406,movie,A Christmas Horror Story,a christmas horror story,2015,99,5.8,11802
tt3703148,movie,Christmas Eve,christmas eve,2015,95,5,2780
tt3725224,tvMovie,One Christmas Eve,one christmas eve,2014,86,6,1584
tt3783740,movie,Christmas Wedding Baby,christmas wedding baby,2014,112,6,75
tt3786326,movie,The Christmas Switch,the christmas switch,2014,97,5.4,418
tt3801438,tvMovie,Grumpy Cat's Worst Christmas Ever,grumpy cats worst christmas ever,2014,87,5,2585
tt3812404,tvMovie,Tom and Jerry Christmas Special,tom and jerry christmas special,1987,60,6.8,19
tt3875310,movie,Kidnap - Bo's Most Exciting Holiday Ever,kidnap  bos most exciting holiday ever,2015,87,6.5,213
tt3889642,tvMovie,The Nine Lives of Christmas,the nine lives of christmas,2014,86,7.2,4388
tt3894188,movie,"Christmas, Again",christmas again,2014,80,6.6,1180
tt3902554,video,kiss×sis: Christmas for Two,kiss×sis christmas for two,2009,25,6.3,111
tt3915160,tvMovie,Correcting Christmas,correcting christmas,2014,86,5.6,1253
tt3917316,movie,Barcelona Christmas Night,barcelona christmas night,2015,95,6.5,1012
tt3918686,movie,The Christmas Dragon,the christmas dragon,2014,106,4.5,800
tt3922320,tvMovie,An En Vogue Christmas,an en vogue christmas,2014,86,5.7,223
tt3952328,video,Thomas & Friends: The Christmas Engines,thomas  friends the christmas engines,2014,60,5.9,30
tt3961102,tvMovie,O. Henry's Christmas,o henrys christmas,1996,85,5.9,12
tt3970280,movie,A Magic Christmas,a magic christmas,2014,80,5.1,242
tt3991066,movie,A Dogwalker's Christmas Tale,a dogwalkers christmas tale,2015,86,5.1,1638
tt3993802,tvMovie,Christmas Icetastrophe,christmas icetastrophe,2014,86,3.8,1585
tt4001526,movie,The Wizard's Christmas: Return of the Snow King,the wizards christmas return of the snow king,2016,80,5.2,40
tt4009460,movie,Kirk Cameron's Saving Christmas,kirk camerons saving christmas,2014,79,1.3,16608
tt4012254,tvMovie,A Cookie Cutter Christmas,a cookie cutter christmas,2014,84,5.9,2033
tt4049534,movie,Mule-Tide Christmas,muletide christmas,2014,74,4,35
tt4055734,video,Peppa Pig: Peppa's Christmas,peppa pig peppas christmas,2007,60,6.6,31
tt4057146,movie,I'll Be Next Door for Christmas,ill be next door for christmas,2018,100,5,808
tt4065316,tvMovie,Best Christmas Party Ever,best christmas party ever,2014,84,6.3,2041
tt4065324,tvMovie,The Christmas Parade,the christmas parade,2014,85,5.9,1455
tt4065336,tvMovie,"Signed, Sealed, Delivered for Christmas",signed sealed delivered for christmas,2014,84,7.5,1580
tt4067684,movie,A Christmas to Remember,a christmas to remember,2015,94,5.4,70
tt4076824,movie,Beverly Hills Christmas,beverly hills christmas,2015,86,3.2,531
tt4084042,movie,Dad's Holiday,dads holiday,2015,NA,4.5,43
tt4105700,movie,Holiday Breakup,holiday breakup,2016,88,4.4,622
tt4159212,tvMovie,One Starry Christmas,one starry christmas,2014,83,6.5,2297
tt4177742,tvMovie,Christmas at Cartwright's,christmas at cartwrights,2014,84,6.3,2084
tt4179824,tvMovie,A Christmas Mystery,a christmas mystery,2014,88,4.9,588
tt4180032,tvMovie,Christmas Under Wraps,christmas under wraps,2014,88,6.2,6116
tt4194954,movie,Home Before the Holiday,home before the holiday,2017,45,8.4,12
tt4200996,tvMovie,A Christmas Tail,a christmas tail,2014,87,5.2,384
tt4222522,tvMovie,The Christmas Shepherd,the christmas shepherd,2014,84,6.7,1327
tt4227386,movie,The Christmas Family,the christmas family,2014,90,5,193
tt4228832,movie,Keith Lowell Jensen: Atheist Christmas,keith lowell jensen atheist christmas,2014,58,7.9,19
tt4248606,tvMovie,Second Chance Christmas,second chance christmas,2014,90,6.9,206
tt4250046,movie,Xmas Meier,xmas meier,2013,51,8.4,10
tt4264544,tvMovie,Marry Us for Christmas,marry us for christmas,2014,90,5.5,188
tt4270254,movie,Red Christmas,red christmas,2014,60,4.6,41
tt4276834,tvMovie,A Perfect Christmas List,a perfect christmas list,2014,88,5.6,1235
tt4280430,tvMovie,A Christmas Kiss II,a christmas kiss ii,2014,88,5.9,2176
tt4305318,tvMovie,A Christmas Dream,a christmas dream,1984,60,4.9,34
tt4321264,movie,Renfroe's Christmas,renfroes christmas,1997,72,4.6,21
tt4387314,movie,A Christmas Carol,a christmas carol,2018,75,4.1,391
tt4419364,movie,Holidays,holidays,2016,105,5.1,11754
tt4434688,tvMovie,The Spirit of Christmas,the spirit of christmas,2015,91,6.4,7788
tt4453560,movie,A Horse for Christmas,a horse for christmas,2015,88,5.1,65
tt4464242,video,Celtic Woman: Home for Christmas - Live from Dublin,celtic woman home for christmas  live from dublin,2012,74,8.6,16
tt4515428,video,A Christmas Miracle: The Making of a Charlie Brown Christmas,a christmas miracle the making of a charlie brown christmas,2008,16,7.3,31
tt4558194,video,Christmas Trade,christmas trade,2015,99,5,585
tt4587740,tvMovie,A Christmas Melody,a christmas melody,2015,83,6,2372
tt4591840,movie,A Christmas Star,a christmas star,2017,82,5.1,2019
tt4648986,tvMovie,A Prince for Christmas,a prince for christmas,2015,87,6,2038
tt4649416,movie,Almost Christmas,almost christmas,2016,111,6.1,7546
tt4675324,movie,The Christmas Reunion,the christmas reunion,2016,96,5.2,51
tt4677298,movie,Christmas Dreams,christmas dreams,2015,80,5.4,82
tt4690134,movie,A Christmas Eve Miracle,a christmas eve miracle,2015,80,3.7,346
tt4700190,movie,Wish for Christmas,wish for christmas,2016,96,4.9,959
tt4760804,tvMovie,Dogstar: Christmas in Space,dogstar christmas in space,2016,93,7.4,30
tt4764944,tvMovie,Two Movie Guys' Intergalactic Holiday Showdown,two movie guys intergalactic holiday showdown,2011,30,5.9,10
tt4766018,tvMovie,Family for Christmas,family for christmas,2015,82,6.2,2543
tt4767950,tvMovie,A Christmas Detour,a christmas detour,2015,85,6.1,3373
tt4776578,movie,A Christmas Carol,a christmas carol,2015,59,3.7,98
tt4843046,tvMovie,Northpole: Open for Christmas,northpole open for christmas,2015,83,6.1,2013
tt4858404,movie,Holiday,holiday,2021,108,4.5,61
tt4885784,movie,Paris Holiday,paris holiday,2015,114,5.6,180
tt4906164,movie,Mercy Christmas,mercy christmas,2017,83,5.3,964
tt4919762,tvMovie,A Royal Family Holiday,a royal family holiday,2015,NA,6.2,71
tt4919764,tvMovie,Royal Family Christmas,royal family christmas,2015,NA,6.6,84
tt4921846,tvMovie,Christmas Truce,christmas truce,2015,88,5.6,501
tt4923846,movie,Christmas in the Smokies,christmas in the smokies,2015,88,5.8,1667
tt4923886,tvMovie,12 Drinks of Christmas,12 drinks of christmas,2013,NA,7.2,11
tt4942404,movie,Black Christmas: The Night Billy Came Home,black christmas the night billy came home,2016,90,4.5,75
tt4943236,tvMovie,Girlfriends of Christmas Past,girlfriends of christmas past,2016,90,5.1,953
tt4943842,video,Thomas & Friends: Thomas' Christmas Carol,thomas  friends thomas christmas carol,2015,55,6.3,21
tt4945886,tvMovie,Billie Holiday: A Sensation,billie holiday a sensation,2015,52,6.3,30
tt4982260,tvMovie,A Gert Lush Christmas,a gert lush christmas,2015,60,5.8,303
tt4994884,movie,The X Mas Files,the x mas files,2016,86,7.8,13
tt5014528,tvMovie,Just in Time for Christmas,just in time for christmas,2015,96,6.4,2824
tt5031014,tvMovie,Ice Sculpture Christmas,ice sculpture christmas,2015,83,6.5,2318
tt5033114,tvMovie,Once Upon a Holiday,once upon a holiday,2015,84,6.2,3495
tt5040646,video,Doctor Who: A Ghost Story for Christmas,doctor who a ghost story for christmas,2009,3,7.1,659
tt5062804,tvMovie,The Christmas Note,the christmas note,2015,85,6.7,1468
tt5086384,movie,A Christmas in New York,a christmas in new york,2016,81,4.7,190
tt5097970,tvMovie,Angel of Christmas,angel of christmas,2015,84,6.2,2306
tt5120400,movie,Red Christmas,red christmas,2016,82,4.3,2288
tt5123344,movie,The 12 Slays of Christmas,the 12 slays of christmas,2016,102,4.4,103
tt5123866,movie,A Miracle on Christmas Lake,a miracle on christmas lake,2016,110,4.4,283
tt5130174,tvMovie,A Christmas Reunion,a christmas reunion,2015,86,5.1,813
tt5133572,tvMovie,Crown for Christmas,crown for christmas,2015,86,6.9,5429
tt5133810,tvMovie,12 Gifts of Christmas,12 gifts of christmas,2015,83,6.3,5127
tt5156770,tvMovie,Charming Christmas,charming christmas,2015,85,6.2,1923
tt5170710,tvMovie,A Baby for Christmas,a baby for christmas,2015,85,5.4,178
tt5178596,movie,Operation Christmas List,operation christmas list,2016,88,4.6,95
tt5182120,tvMovie,I'm Not Ready for Christmas,im not ready for christmas,2015,84,6,2124
tt5186076,tvMovie,Michael Bublé's Christmas in Hollywood,michael bublés christmas in hollywood,2015,60,6.2,46
tt5190038,tvMovie,The 84th Annual Hollywood Christmas Parade,the 84th annual hollywood christmas parade,2015,120,6.6,16
tt5192136,tvMovie,The Moo Family Holiday Hoe-Down,the moo family holiday hoedown,1992,23,4.5,20
tt5194920,tvMovie,I Love Lucy Christmas Special,i love lucy christmas special,2015,45,8.4,42
tt5196576,movie,For the Love of Christmas,for the love of christmas,2016,NA,6.2,128
tt5204384,tvMovie,Christmas Incorporated,christmas incorporated,2015,85,6.4,2271
tt5210078,tvMovie,On the Twelfth Day of Christmas,on the twelfth day of christmas,2015,84,6.8,2183
tt5225868,tvMovie,Ms. Velma's Most Incredibly Magnificent Christmas Week,ms velmas most incredibly magnificent christmas week,1976,59,2.2,52
tt5226350,video,Black Christmas Legacy,black christmas legacy,2015,40,6.9,20
tt5231402,tvMovie,The Flight Before Christmas,the flight before christmas,2015,88,5.9,2006
tt5232538,tvMovie,Bing Crosby and the Sounds of Christmas,bing crosby and the sounds of christmas,1971,60,7.6,44
tt5235574,tvMovie,One Christmas Wish,one christmas wish,2015,86,6.7,560
tt5237552,tvMovie,A Gift Wrapped Christmas,a gift wrapped christmas,2015,87,7.1,1867
tt5239710,tvMovie,The Christmas Gift,the christmas gift,2015,85,5.3,764
tt5247382,video,A Very Troma Christmas,a very troma christmas,2015,NA,6.7,23
tt5252134,tvMovie,Nickelodeon's Ho Ho Holiday Special,nickelodeons ho ho holiday special,2015,47,6.1,220
tt5265662,tvMovie,Christmas Land,christmas land,2015,84,5.8,2883
tt5266444,tvMovie,Last Chance for Christmas,last chance for christmas,2015,87,6.1,833
tt5269490,tvMovie,The Curse of Clara: A Holiday Tale,the curse of clara a holiday tale,2015,30,7.7,13
tt5269968,tvMovie,Wish Upon a Christmas,wish upon a christmas,2015,86,5.8,780
tt5271120,movie,The Christmas Project,the christmas project,2016,92,5.5,536
tt5273610,video,The Hypothetical Star Wars Holiday Special,the hypothetical star wars holiday special,2015,10,6.3,45
tt5283212,tvMovie,A Norman Rockwell Christmas Story,a norman rockwell christmas story,1995,52,6.9,364
tt5295412,movie,Christmas with Cookie,christmas with cookie,2016,53,4.7,82
tt5299374,video,A Christmas Eve Conversation with Quentin Tarantino & Paul Thomas Anderson,a christmas eve conversation with quentin tarantino  paul thomas anderson,2015,41,5.5,36
tt5310622,tvMovie,Disney Parks Unforgettable Christmas Celebration,disney parks unforgettable christmas celebration,2015,85,6.6,18
tt5314484,movie,Project: Puppies for Christmas,project puppies for christmas,2019,93,7.4,61
tt5334126,movie,Christmas in New York,christmas in new york,2005,88,5.3,75
tt5343450,video,Little Angels: The Brightest Christmas,little angels the brightest christmas,2004,42,2.1,1045
tt5485456,tvMovie,The Rooftop Christmas Tree,the rooftop christmas tree,2016,88,6.2,1117
tt5514880,video,Spotlight on Location: The Making of 'How the Grinch Stole Christmas',spotlight on location the making of how the grinch stole christmas,2001,7,6.2,11
tt5514902,video,How the Grinch Stole Christmas: Who School,how the grinch stole christmas who school,2001,6,4.3,10
tt5515624,video,How the Grinch Stole Christmas: Makeup Application and Design,how the grinch stole christmas makeup application and design,2001,7,5.9,11
tt5531536,movie,Santa Swap: Merry Christmas Mr. Andersen,santa swap merry christmas mr andersen,2016,70,6.3,820
tt5565200,movie,Let's Kill Grandpa This Christmas,lets kill grandpa this christmas,2017,79,4.2,215
tt5574012,tvMovie,Falling for Christmas,falling for christmas,2016,87,6.2,1644
tt5599940,tvMovie,Terrific Trucks Save Christmas,terrific trucks save christmas,2016,NA,5.6,27
tt5637212,movie,Christmas Apparition,christmas apparition,2018,72,4.3,62
tt5675936,tvMovie,Christmas Cookies,christmas cookies,2016,84,6.4,2541
tt5676118,tvMovie,A Wish For Christmas,a wish for christmas,2016,84,5.9,5042
tt5713426,tvMovie,Dolly Parton's Christmas of Many Colors: Circle of Love,dolly partons christmas of many colors circle of love,2016,85,7.7,1009
tt5732522,movie,Holiday Makers,holiday makers,2016,121,6.8,351
tt5757556,movie,A Unicorn for Christmas,a unicorn for christmas,2021,87,6.3,290
tt5801302,movie,Santa Stole Our Dog: A Merry Doggone Christmas!,santa stole our dog a merry doggone christmas,2017,94,4.4,188
tt5813808,movie,A Detour for Christmas,a detour for christmas,2016,96,4.6,228
tt5822856,movie,The Christmas Family 2,the christmas family 2,2016,90,4.5,120
tt5845712,tvMovie,A Firehouse Christmas,a firehouse christmas,2016,88,5.1,960
tt5853124,movie,A Doggone Christmas,a doggone christmas,2016,82,4.2,229
tt5860940,tvMovie,I'll Be Home for Christmas,ill be home for christmas,2016,84,6.1,2677
tt5863634,tvMovie,A Perfect Christmas,a perfect christmas,2016,84,6.1,1405
tt5876496,movie,Last Christmas,last christmas,2016,NA,5,14
tt5882474,video,Punitive psychiatry: Antichristmas,punitive psychiatry antichristmas,2015,2,8.9,26
tt5902138,tvMovie,Christmas List,christmas list,2016,84,6.2,2139
tt5918710,tvMovie,Hank Zipzer's Christmas Catastrophe,hank zipzers christmas catastrophe,2016,84,6.5,117
tt5944496,tvMovie,Christmas Homecoming,christmas homecoming,2017,85,6.5,1576
tt5949946,tvMovie,My Christmas Dream,my christmas dream,2016,82,6.2,2094
tt5952626,tvMovie,"Merry Christmas, Baby",merry christmas baby,2015,82,5.4,148
tt5981802,tvMovie,A Christmas in Vermont,a christmas in vermont,2016,86,5.5,1207
tt5990458,tvMovie,Holiday Joy,holiday joy,2016,87,5.4,1017
tt5997848,tvMovie,The Christmas Cottage,the christmas cottage,2017,90,6.3,2310
tt6014166,movie,This Is Our Christmas,this is our christmas,2018,79,3.3,188
tt6047156,movie,Christmas with the Mormon Tabernacle Choir,christmas with the mormon tabernacle choir,2015,NA,7.5,14
tt6066786,movie,Tom and Jerry: Paws for a Holiday,tom and jerry paws for a holiday,2003,46,7.6,44
tt6077642,video,Lego Star Wars: Christmas Special,lego star wars christmas special,2008,2,6.8,10
tt6095976,movie,Merry Christmas Mr. Mo,merry christmas mr mo,2016,101,6.9,77
tt6098946,video,A Classic Christmas from the Ed Sullivan Show,a classic christmas from the ed sullivan show,2005,48,8.3,12
tt6104760,tvMovie,My Christmas Love,my christmas love,2016,85,6.3,2848
tt6111830,tvMovie,A Husband for Christmas,a husband for christmas,2016,87,5,661
tt6119048,tvMovie,An American Girl Story: Maryellen 1955 - Extraordinary Christmas,an american girl story maryellen 1955  extraordinary christmas,2016,48,6.7,160
tt6131148,tvMovie,Love You Like Christmas,love you like christmas,2016,90,6.4,2113
tt6132948,tvMovie,A Nutcracker Christmas,a nutcracker christmas,2016,86,6.5,1712
tt6144460,movie,Smart Christmas,smart christmas,2018,90,4.5,156
tt6167116,tvMovie,Broadcasting Christmas,broadcasting christmas,2016,84,6,1992
tt6172696,movie,Once Upon a Time at Christmas,once upon a time at christmas,2017,97,3.5,642
tt6185074,tvMovie,A Cinderella Christmas,a cinderella christmas,2016,93,6.2,3448
tt6201840,video,Christmas Demolition,christmas demolition,2012,NA,6.5,13
tt6215212,tvMovie,Every Christmas Has a Story,every christmas has a story,2016,82,6.1,1919
tt6217490,tvMovie,Looks Like Christmas,looks like christmas,2016,84,5.8,1094
tt6225520,movie,The Man Who Invented Christmas,the man who invented christmas,2017,104,7,17908
tt6228890,movie,Christmas Blood,christmas blood,2017,104,4.2,465
tt6243612,tvMovie,The Christmas Swap,the christmas swap,2016,NA,5.6,153
tt6243722,tvMovie,Merry Ex-Mas,merry exmas,2016,NA,6.4,86
tt6245488,tvMovie,Finding Father Christmas,finding father christmas,2016,86,6.8,2558
tt6253814,tvMovie,A Christmas Carol,a christmas carol,1962,60,6.4,22
tt6260218,tvMovie,Sound of Christmas,sound of christmas,2016,84,6.4,1187
tt6263260,tvMovie,A Heavenly Christmas,a heavenly christmas,2016,93,6.4,2048
tt6268168,video,Four Christmases: Gag Reel,four christmases gag reel,2009,3,6.4,744
tt6268170,video,Four Christmases: Holiday Moments,four christmases holiday moments,2009,11,6.4,23
tt6269192,tvMovie,Journey Back to Christmas,journey back to christmas,2016,84,7,3145
tt6269700,tvMovie,Operation Christmas,operation christmas,2016,84,6.8,1792
tt6273004,tvMovie,Christmas in Homestead,christmas in homestead,2016,84,6.6,2648
tt6275674,tvMovie,A Puppy for Christmas,a puppy for christmas,2016,85,5.9,1149
tt6278764,movie,Red Christmas: Making 'Better Watch Out',red christmas making better watch out,2017,56,7.5,12
tt6279602,tvMovie,A Dream of Christmas,a dream of christmas,2016,84,6.7,2655
tt6279922,tvMovie,A Christmas Adventure,a christmas adventure,1991,NA,5.8,10
tt6280318,video,The Christmas Dinosaur,the christmas dinosaur,2004,47,6.9,58
tt6284950,tvMovie,A Rose for Christmas,a rose for christmas,2017,84,6,1676
tt6285546,tvMovie,"Ruff-Ruff, Tweet and Dave: A Christmas Adventure",ruffruff tweet and dave a christmas adventure,2016,22,7.2,12
tt6287174,movie,Pixi Saves Christmas,pixi saves christmas,2016,91,7.2,81
tt6288876,tvMovie,A Christmas to Remember,a christmas to remember,2016,84,6.5,2648
tt6299366,movie,Lilly's Bewitched Christmas,lillys bewitched christmas,2017,100,5.6,93
tt6301524,tvMovie,Christmas Cookie Challenge,christmas cookie challenge,2015,60,6.6,10
tt6306564,movie,Wild Kratts: A Creature Christmas,wild kratts a creature christmas,2015,47,6.4,34
tt6319942,tvMovie,Once Upon a Sesame Street Christmas,once upon a sesame street christmas,2016,51,6.5,118
tt6321108,tvMovie,Hearts of Christmas,hearts of christmas,2016,84,6.8,1895
tt6339052,tvMovie,Joe Pera Helps You Find the Perfect Christmas Tree,joe pera helps you find the perfect christmas tree,2016,23,8.3,154
tt6359956,movie,A Bad Moms Christmas,a bad moms christmas,2017,104,5.6,56205
tt6397364,movie,Faith Filled Christmas,faith filled christmas,2017,95,4.7,38
tt6398464,tvMovie,The Perfect Christmas Present,the perfect christmas present,2017,82,6.3,1838
tt6406650,video,Christmas Truce of 1914,christmas truce of 1914,2014,4,8.9,91
tt6411322,movie,Irving Berlin's Holiday Inn The Broadway Musical,irving berlins holiday inn the broadway musical,2017,128,7.3,252
tt6420742,movie,The Keys of Christmas,the keys of christmas,2016,47,5.9,86
tt6436270,movie,Christmas Time,christmas time,2017,90,5.9,486
tt6456768,movie,Killer Christmas,killer christmas,2017,84,3.1,200
tt6478538,tvMovie,A Taste of Christmas,a taste of christmas,2017,84,5.9,1543
tt6540706,tvMovie,Sister Swap: A Hometown Holiday,sister swap a hometown holiday,2021,83,6.3,1393
tt6540724,tvMovie,Sister Swap: Christmas in the City,sister swap christmas in the city,2021,84,5.9,1028
tt6569946,movie,Christmas with Cookie: Locked Away,christmas with cookie locked away,2017,64,5.5,20
tt6594244,movie,Megan's Christmas Miracle,megans christmas miracle,2018,87,5,76
tt6605352,tvMovie,Christmas in the Air,christmas in the air,2017,84,6.2,1458
tt6615240,tvMovie,Second Chance Christmas,second chance christmas,2017,90,5.6,818
tt6634632,tvMovie,Home for Christmas Day,home for christmas day,2017,84,6.3,1551
tt6645614,tvMovie,Trolls Holiday,trolls holiday,2017,26,6.1,3175
tt6646106,movie,Clara's Ultimate Christmas,claras ultimate christmas,2018,77,4.2,28
tt6649794,movie,Sunday Holiday,sunday holiday,2017,135,7.1,1513
tt6658510,tvMovie,A Song for Christmas,a song for christmas,2017,89,5.9,956
tt6661438,video,Sainsbury's: Mog's Christmas Calamity,sainsburys mogs christmas calamity,2015,4,7.8,46
tt6672584,movie,Christmas in July,christmas in july,2019,99,7.6,41
tt6678950,video,All I Want for Christmas Is You,all i want for christmas is you,2017,91,5.4,1014
tt6709502,movie,Christmas on the Coast,christmas on the coast,2017,92,5.8,409
tt6710606,movie,Kiwi Christmas,kiwi christmas,2017,89,5.1,257
tt6727816,tvMovie,Tiny Christmas,tiny christmas,2017,66,4.8,290
tt6759380,tvMovie,A Song for Christmas,a song for christmas,2017,84,6.5,1771
tt6791000,tvMovie,Marry Me at Christmas,marry me at christmas,2017,84,6.5,2247
tt6799142,video,Christmas Dress,christmas dress,2016,26,7.6,36
tt6803170,movie,Saving Christmas,saving christmas,2017,88,3.3,279
tt6853830,video,Winslow the Christmas Bear,winslow the christmas bear,1996,45,5.4,14
tt6877088,movie,Dreaming of a Jewish Christmas,dreaming of a jewish christmas,2017,51,7.3,121
tt6881890,tvMovie,A Christmas Story Live!,a christmas story live,2017,133,4.8,1607
tt6899068,tvMovie,2nd Chance for Christmas,2nd chance for christmas,2019,85,4.9,414
tt6958760,tvMovie,Engaging Father Christmas,engaging father christmas,2017,85,6.7,1789
tt6979738,video,DreamWorks Holiday Classics,dreamworks holiday classics,2011,70,6.2,146
tt6998650,movie,Christmas Presence,christmas presence,2018,85,3.8,545
tt7001906,tvMovie,A Very Country Christmas,a very country christmas,2017,84,6.1,1941
tt7006938,tvMovie,A Gift for Christmas,a gift for christmas,2017,89,6.6,2473
tt7014694,movie,Lost Holiday,lost holiday,2019,75,4.5,396
tt7029820,movie,Scream for Christmas,scream for christmas,2000,67,3.2,19
tt7030416,tvMovie,Enchanted Christmas,enchanted christmas,2017,84,5.9,1429
tt7030432,tvMovie,The Sweetest Christmas,the sweetest christmas,2017,90,6.3,2621
tt7038606,tvMovie,Switched for Christmas,switched for christmas,2017,83,6.6,3293
tt7038614,tvMovie,Coming Home for Christmas,coming home for christmas,2017,86,6.7,2349
tt7038632,tvMovie,Christmas Festival of Ice,christmas festival of ice,2017,84,5.9,1328
tt7038762,movie,Best. Christmas. Ever!,best christmas ever,2023,82,4.3,6389
tt7059706,video,Timmy's Special Delivery: A Precious Moments Christmas,timmys special delivery a precious moments christmas,1993,23,7.8,14
tt7074092,tvMovie,Christmas Wedding Planner,christmas wedding planner,2017,86,4.4,6631
tt7123974,tvMovie,The Christmas Cure,the christmas cure,2017,87,6.2,1690
tt7207076,tvMovie,Christmas Princess,christmas princess,2017,86,5.8,339
tt7217132,video,Christmas Car,christmas car,2012,3,2.9,10
tt7243468,movie,How the Wrong Brothers Saved Christmas,how the wrong brothers saved christmas,2016,46,2.1,34
tt7254064,movie,A Christmas Story Documentary: Road Trip for Ralphie,a christmas story documentary road trip for ralphie,2008,81,7.2,97
tt7281126,movie,Miss Me This Christmas,miss me this christmas,2017,87,4.4,524
tt7281472,movie,You Can't Fight Christmas,you cant fight christmas,2017,87,4.6,866
