gamename,date,year,month,avg,peak
Wallpaper Engine,2020-04-30,2020,4,27277.34,43257
Wallpaper Engine,2020-05-31,2020,5,29694.4,47845
Wallpaper Engine,2020-06-30,2020,6,30173.18,43641
Wallpaper Engine,2020-07-31,2020,7,33497.4,50684
Wallpaper Engine,2020-08-31,2020,8,35429.43,55155
Wallpaper Engine,2020-09-30,2020,9,33944.49,54924
Wallpaper Engine,2020-10-31,2020,10,32493.44,50092
Wallpaper Engine,2020-11-30,2020,11,36057.62,66361
Wallpaper Engine,2020-12-31,2020,12,40570.33,61970
Wallpaper Engine,2021-01-31,2021,1,44647.85,65041
Wallpaper Engine,2021-02-28,2021,2,41441.43,60437
War Thunder,2013-04-30,2013,4,0.02,1
War Thunder,2013-05-31,2013,5,0,0
War Thunder,2013-06-30,2013,6,0.08,2
War Thunder,2013-07-31,2013,7,0.05,1
War Thunder,2013-08-31,2013,8,4119.29,12850
War Thunder,2013-09-30,2013,9,7586.98,18880
War Thunder,2013-10-31,2013,10,5812.89,12446
War Thunder,2013-11-30,2013,11,5615.08,13218
War Thunder,2013-12-31,2013,12,6825.75,22129
War Thunder,2014-01-31,2014,1,7076.68,12146
War Thunder,2014-02-28,2014,2,6207.97,11730
War Thunder,2014-03-31,2014,3,5441.85,11541
War Thunder,2014-04-30,2014,4,7091.33,20438
War Thunder,2014-05-31,2014,5,10863.41,26228
War Thunder,2014-06-30,2014,6,8606.26,16117
War Thunder,2014-07-31,2014,7,7504.58,11994
War Thunder,2014-08-31,2014,8,7620.39,15720
War Thunder,2014-09-30,2014,9,6291.17,11178
War Thunder,2014-10-31,2014,10,8940.65,24601
War Thunder,2014-11-30,2014,11,8193.81,17205
War Thunder,2014-12-31,2014,12,10354.59,22249
War Thunder,2015-01-31,2015,1,11169.53,23837
War Thunder,2015-02-28,2015,2,13214.57,29040
War Thunder,2015-03-31,2015,3,14284.9,29480
War Thunder,2015-04-30,2015,4,11579.25,24962
War Thunder,2015-05-31,2015,5,13205.13,25134
War Thunder,2015-06-30,2015,6,10054.55,21073
War Thunder,2015-07-31,2015,7,11123.5,18204
War Thunder,2015-08-31,2015,8,10184.55,15228
War Thunder,2015-09-30,2015,9,8864.56,15575
War Thunder,2015-10-31,2015,10,9089.42,17817
War Thunder,2015-11-30,2015,11,11495.83,35236
War Thunder,2015-12-31,2015,12,11284.34,23811
War Thunder,2016-01-31,2016,1,11192.82,22378
War Thunder,2016-02-29,2016,2,10393.47,17810
War Thunder,2016-03-31,2016,3,11608.99,24087
War Thunder,2016-04-30,2016,4,11093.15,20631
War Thunder,2016-05-31,2016,5,10336.49,17740
War Thunder,2016-06-30,2016,6,11079.32,23531
War Thunder,2016-07-31,2016,7,9696.34,14474
War Thunder,2016-08-31,2016,8,10075.81,17301
War Thunder,2016-09-30,2016,9,9529.8,24737
War Thunder,2016-10-31,2016,10,11016.75,21819
War Thunder,2016-11-30,2016,11,9924.85,17816
War Thunder,2016-12-31,2016,12,10650.6,20797
War Thunder,2017-01-31,2017,1,11347.94,19324
War Thunder,2017-02-28,2017,2,10829.32,18472
War Thunder,2017-03-31,2017,3,10994.24,21344
War Thunder,2017-04-30,2017,4,10830.48,22217
War Thunder,2017-05-31,2017,5,10789.19,20075
War Thunder,2017-06-30,2017,6,10304.06,18621
War Thunder,2017-07-31,2017,7,9379.97,15731
War Thunder,2017-08-31,2017,8,10150.01,15683
War Thunder,2017-09-30,2017,9,10464.8,19330
War Thunder,2017-10-31,2017,10,10681.39,20125
War Thunder,2017-11-30,2017,11,11951.74,22828
War Thunder,2017-12-31,2017,12,11879.4,20886
War Thunder,2018-01-31,2018,1,11615.32,19041
War Thunder,2018-02-28,2018,2,11090.97,19024
War Thunder,2018-03-31,2018,3,13431.58,27595
War Thunder,2018-04-30,2018,4,13183.49,25982
War Thunder,2018-05-31,2018,5,11540.18,19514
War Thunder,2018-06-30,2018,6,12372.09,21592
War Thunder,2018-07-31,2018,7,11527.68,17640
War Thunder,2018-08-31,2018,8,11968.81,18655
War Thunder,2018-09-30,2018,9,11940.84,22517
War Thunder,2018-10-31,2018,10,12690.64,26688
War Thunder,2018-11-30,2018,11,12250.51,23467
War Thunder,2018-12-31,2018,12,13328.36,23243
War Thunder,2019-01-31,2019,1,13420.26,21094
War Thunder,2019-02-28,2019,2,12114.54,20164
War Thunder,2019-03-31,2019,3,13475.33,23410
War Thunder,2019-04-30,2019,4,13294.67,25719
War Thunder,2019-05-31,2019,5,12150.26,20970
War Thunder,2019-06-30,2019,6,11674.33,17809
War Thunder,2019-07-31,2019,7,11063.03,15867
War Thunder,2019-08-31,2019,8,12066.54,18688
War Thunder,2019-09-30,2019,9,12555.42,22878
War Thunder,2019-10-31,2019,10,12547.42,22713
War Thunder,2019-11-30,2019,11,12414.53,21420
War Thunder,2019-12-31,2019,12,13388.39,23388
War Thunder,2020-01-31,2020,1,13825.4,21319
War Thunder,2020-02-29,2020,2,14918.34,23963
War Thunder,2020-03-31,2020,3,20321.06,35377
War Thunder,2020-04-30,2020,4,24790.16,43584
War Thunder,2020-05-31,2020,5,22476.99,38871
War Thunder,2020-06-30,2020,6,20400.64,32424
War Thunder,2020-07-31,2020,7,19152.43,29402
War Thunder,2020-08-31,2020,8,21501.04,35019
War Thunder,2020-09-30,2020,9,21211.97,35475
War Thunder,2020-10-31,2020,10,20961.98,41463
War Thunder,2020-11-30,2020,11,28444.6,55865
War Thunder,2020-12-31,2020,12,27036.2,49784
War Thunder,2021-01-31,2021,1,27477.69,39887
War Thunder,2021-02-28,2021,2,28602.47,43065
Warframe,2013-01-31,2013,1,0,0
Warframe,2013-02-28,2013,2,0,1
Warframe,2013-03-31,2013,3,1960.13,19099
Warframe,2013-04-30,2013,4,12329.65,21157
Warframe,2013-05-31,2013,5,10338.53,19734
Warframe,2013-06-30,2013,6,10774.41,19554
Warframe,2013-07-31,2013,7,9605.6,15714
Warframe,2013-08-31,2013,8,8831.78,14349
Warframe,2013-09-30,2013,9,9716.62,18941
Warframe,2013-10-31,2013,10,8937.68,16381
Warframe,2013-11-30,2013,11,9220.75,18459
Warframe,2013-12-31,2013,12,11115.69,18274
Warframe,2014-01-31,2014,1,11660.84,16929
Warframe,2014-02-28,2014,2,13652.84,21380
Warframe,2014-03-31,2014,3,12379,21193
Warframe,2014-04-30,2014,4,14372.52,26848
Warframe,2014-05-31,2014,5,11609.02,19536
Warframe,2014-06-30,2014,6,12148.9,19939
Warframe,2014-07-31,2014,7,15222.36,31766
Warframe,2014-08-31,2014,8,16466.05,28233
Warframe,2014-09-30,2014,9,15803.16,25841
Warframe,2014-10-31,2014,10,15736.98,34785
Warframe,2014-11-30,2014,11,16896.78,32800
Warframe,2014-12-31,2014,12,19376.33,29349
Warframe,2015-01-31,2015,1,17919.54,28400
Warframe,2015-02-28,2015,2,18378.74,28376
Warframe,2015-03-31,2015,3,21233.34,42816
Warframe,2015-04-30,2015,4,22097.66,40497
Warframe,2015-05-31,2015,5,20930.54,37595
Warframe,2015-06-30,2015,6,18366.27,29209
Warframe,2015-07-31,2015,7,19936.29,49829
Warframe,2015-08-31,2015,8,29160.01,44908
Warframe,2015-09-30,2015,9,22067.78,38904
Warframe,2015-10-31,2015,10,27713.64,48901
Warframe,2015-11-30,2015,11,21333.4,37303
Warframe,2015-12-31,2015,12,33253.8,58502
Warframe,2016-01-31,2016,1,30709.56,50177
Warframe,2016-02-29,2016,2,31909.25,49683
Warframe,2016-03-31,2016,3,33747.55,66308
Warframe,2016-04-30,2016,4,27145.55,47242
Warframe,2016-05-31,2016,5,26597.98,44091
Warframe,2016-06-30,2016,6,26326.93,41739
Warframe,2016-07-31,2016,7,28526.17,61417
Warframe,2016-08-31,2016,8,26548.41,46268
Warframe,2016-09-30,2016,9,22775.92,39037
Warframe,2016-10-31,2016,10,20888.62,34094
Warframe,2016-11-30,2016,11,29817.19,68530
Warframe,2016-12-31,2016,12,33678.45,56812
Warframe,2017-01-31,2017,1,31734.9,47134
Warframe,2017-02-28,2017,2,28398.25,45309
Warframe,2017-03-31,2017,3,30723.66,69526
Warframe,2017-04-30,2017,4,30576.4,50822
Warframe,2017-05-31,2017,5,27781.24,47732
Warframe,2017-06-30,2017,6,25902.03,51423
Warframe,2017-07-31,2017,7,39002.18,58314
Warframe,2017-08-31,2017,8,39967.39,55743
Warframe,2017-09-30,2017,9,37028.11,58608
Warframe,2017-10-31,2017,10,61908.82,121377
Warframe,2017-11-30,2017,11,56500.44,102965
Warframe,2017-12-31,2017,12,51379.97,76564
Warframe,2018-01-31,2018,1,45177.56,69002
Warframe,2018-02-28,2018,2,49035.45,82384
Warframe,2018-03-31,2018,3,48090.92,81338
Warframe,2018-04-30,2018,4,50342.17,85227
Warframe,2018-05-31,2018,5,42942.86,73097
Warframe,2018-06-30,2018,6,56623.46,129002
Warframe,2018-07-31,2018,7,76594.91,118191
Warframe,2018-08-31,2018,8,68891.69,107100
Warframe,2018-09-30,2018,9,51794.26,86984
Warframe,2018-10-31,2018,10,49718.26,99735
Warframe,2018-11-30,2018,11,61486.55,131766
Warframe,2018-12-31,2018,12,53727.55,89029
Warframe,2019-01-31,2019,1,52754.51,82266
Warframe,2019-02-28,2019,2,46224.26,74472
Warframe,2019-03-31,2019,3,62800.49,115102
Warframe,2019-04-30,2019,4,56574.51,107898
Warframe,2019-05-31,2019,5,50580.69,97068
Warframe,2019-06-30,2019,6,42673.26,74255
Warframe,2019-07-31,2019,7,55902.24,94907
Warframe,2019-08-31,2019,8,53195.56,96262
Warframe,2019-09-30,2019,9,42482.22,80466
Warframe,2019-10-31,2019,10,34398.86,60931
Warframe,2019-11-30,2019,11,46092.73,87616
Warframe,2019-12-31,2019,12,47143.02,84081
Warframe,2020-01-31,2020,1,36264.08,59186
Warframe,2020-02-29,2020,2,40934.88,70798
Warframe,2020-03-31,2020,3,52827.37,88215
Warframe,2020-04-30,2020,4,56318.77,94162
Warframe,2020-05-31,2020,5,49687.06,76165
Warframe,2020-06-30,2020,6,44830.35,81798
Warframe,2020-07-31,2020,7,39385.15,58719
Warframe,2020-08-31,2020,8,59629.02,154246
Warframe,2020-09-30,2020,9,56330.88,90316
Warframe,2020-10-31,2020,10,41298.79,69891
Warframe,2020-11-30,2020,11,39914.02,68553
Warframe,2020-12-31,2020,12,35990.05,70305
Warframe,2021-01-31,2021,1,36124.14,60019
Warframe,2021-02-28,2021,2,39209.96,61032
Warhammer: Vermintide 2,2017-09-30,2017,9,1.07,21
Warhammer: Vermintide 2,2017-10-31,2017,10,1.06,18
Warhammer: Vermintide 2,2017-11-30,2017,11,1.03,13
Warhammer: Vermintide 2,2017-12-31,2017,12,0.47,4
Warhammer: Vermintide 2,2018-01-31,2018,1,1.07,16
Warhammer: Vermintide 2,2018-02-28,2018,2,79.73,12900
Warhammer: Vermintide 2,2018-03-31,2018,3,30622.77,73203
Warhammer: Vermintide 2,2018-04-30,2018,4,12611.93,28558
Warhammer: Vermintide 2,2018-05-31,2018,5,5000.08,11195
Warhammer: Vermintide 2,2018-06-30,2018,6,6061.95,13459
Warhammer: Vermintide 2,2018-07-31,2018,7,4669.1,11511
Warhammer: Vermintide 2,2018-08-31,2018,8,2673.67,13490
Warhammer: Vermintide 2,2018-09-30,2018,9,4326.29,17012
Warhammer: Vermintide 2,2018-10-31,2018,10,2700.16,5835
Warhammer: Vermintide 2,2018-11-30,2018,11,3383.62,7067
Warhammer: Vermintide 2,2018-12-31,2018,12,3865.13,8668
Warhammer: Vermintide 2,2019-01-31,2019,1,3892.42,8358
Warhammer: Vermintide 2,2019-02-28,2019,2,4098.87,8952
Warhammer: Vermintide 2,2019-03-31,2019,3,4541.31,14117
Warhammer: Vermintide 2,2019-04-30,2019,4,2396.86,4622
Warhammer: Vermintide 2,2019-05-31,2019,5,2557.43,6423
Warhammer: Vermintide 2,2019-06-30,2019,6,3112.17,5236
Warhammer: Vermintide 2,2019-07-31,2019,7,2389.22,4574
Warhammer: Vermintide 2,2019-08-31,2019,8,6196.24,14754
Warhammer: Vermintide 2,2019-09-30,2019,9,2723.82,6132
Warhammer: Vermintide 2,2019-10-31,2019,10,1952.09,4546
Warhammer: Vermintide 2,2019-11-30,2019,11,2682.89,9198
Warhammer: Vermintide 2,2019-12-31,2019,12,2705.62,5900
Warhammer: Vermintide 2,2020-01-31,2020,1,2999.07,7101
Warhammer: Vermintide 2,2020-02-29,2020,2,3062.81,5664
Warhammer: Vermintide 2,2020-03-31,2020,3,3325.64,8490
Warhammer: Vermintide 2,2020-04-30,2020,4,4047.45,8146
Warhammer: Vermintide 2,2020-05-31,2020,5,3341.46,7950
Warhammer: Vermintide 2,2020-06-30,2020,6,3448.27,7819
Warhammer: Vermintide 2,2020-07-31,2020,7,4313.74,7348
Warhammer: Vermintide 2,2020-08-31,2020,8,3234.81,5965
Warhammer: Vermintide 2,2020-09-30,2020,9,3294.34,6463
Warhammer: Vermintide 2,2020-10-31,2020,10,2875.16,10316
Warhammer: Vermintide 2,2020-11-30,2020,11,4687.92,10854
Warhammer: Vermintide 2,2020-12-31,2020,12,3693.75,7708
Warhammer: Vermintide 2,2021-01-31,2021,1,5105.16,9314
Warhammer: Vermintide 2,2021-02-28,2021,2,3862.8,6964
Wolcen: Lords of Mayhem,2016-03-31,2016,3,37.19,203
Wolcen: Lords of Mayhem,2016-04-30,2016,4,14.9,76
Wolcen: Lords of Mayhem,2016-05-31,2016,5,8.26,47
Wolcen: Lords of Mayhem,2016-06-30,2016,6,10.31,114
Wolcen: Lords of Mayhem,2016-07-31,2016,7,10.69,52
Wolcen: Lords of Mayhem,2016-08-31,2016,8,8.19,47
Wolcen: Lords of Mayhem,2016-09-30,2016,9,11.41,49
Wolcen: Lords of Mayhem,2016-10-31,2016,10,34.61,231
Wolcen: Lords of Mayhem,2016-11-30,2016,11,24.47,82
Wolcen: Lords of Mayhem,2016-12-31,2016,12,24.54,69
Wolcen: Lords of Mayhem,2017-01-31,2017,1,26.63,84
Wolcen: Lords of Mayhem,2017-02-28,2017,2,30.03,120
Wolcen: Lords of Mayhem,2017-03-31,2017,3,25.71,70
Wolcen: Lords of Mayhem,2017-04-30,2017,4,35.75,132
Wolcen: Lords of Mayhem,2017-05-31,2017,5,25.02,67
Wolcen: Lords of Mayhem,2017-06-30,2017,6,57.03,505
Wolcen: Lords of Mayhem,2017-07-31,2017,7,55.64,147
Wolcen: Lords of Mayhem,2017-08-31,2017,8,38.25,106
Wolcen: Lords of Mayhem,2017-09-30,2017,9,44.42,142
Wolcen: Lords of Mayhem,2017-10-31,2017,10,31.37,76
Wolcen: Lords of Mayhem,2017-11-30,2017,11,33.19,98
Wolcen: Lords of Mayhem,2017-12-31,2017,12,44.99,198
Wolcen: Lords of Mayhem,2018-01-31,2018,1,98,875
Wolcen: Lords of Mayhem,2018-02-28,2018,2,387.29,907
Wolcen: Lords of Mayhem,2018-03-31,2018,3,100.81,279
Wolcen: Lords of Mayhem,2018-04-30,2018,4,151.85,635
Wolcen: Lords of Mayhem,2018-05-31,2018,5,105.19,236
Wolcen: Lords of Mayhem,2018-06-30,2018,6,91.12,491
Wolcen: Lords of Mayhem,2018-07-31,2018,7,70.5,215
Wolcen: Lords of Mayhem,2018-08-31,2018,8,50.75,139
Wolcen: Lords of Mayhem,2018-09-30,2018,9,39.79,93
Wolcen: Lords of Mayhem,2018-10-31,2018,10,86.47,467
Wolcen: Lords of Mayhem,2018-11-30,2018,11,118.83,494
Wolcen: Lords of Mayhem,2018-12-31,2018,12,127.54,486
Wolcen: Lords of Mayhem,2019-01-31,2019,1,66.64,163
Wolcen: Lords of Mayhem,2019-02-28,2019,2,41.86,96
Wolcen: Lords of Mayhem,2019-03-31,2019,3,152.18,1934
Wolcen: Lords of Mayhem,2019-04-30,2019,4,302.1,1126
Wolcen: Lords of Mayhem,2019-05-31,2019,5,91.6,309
Wolcen: Lords of Mayhem,2019-06-30,2019,6,209.4,1315
Wolcen: Lords of Mayhem,2019-07-31,2019,7,311.23,909
Wolcen: Lords of Mayhem,2019-08-31,2019,8,111.83,299
Wolcen: Lords of Mayhem,2019-09-30,2019,9,131.5,634
Wolcen: Lords of Mayhem,2019-10-31,2019,10,177.83,460
Wolcen: Lords of Mayhem,2019-11-30,2019,11,212.99,559
Wolcen: Lords of Mayhem,2019-12-31,2019,12,311.69,826
Wolcen: Lords of Mayhem,2020-01-31,2020,1,715.69,1825
Wolcen: Lords of Mayhem,2020-02-29,2020,2,31746.48,127542
Wolcen: Lords of Mayhem,2020-03-31,2020,3,11559.97,49571
Wolcen: Lords of Mayhem,2020-04-30,2020,4,2266.21,5643
Wolcen: Lords of Mayhem,2020-05-31,2020,5,997.34,2289
Wolcen: Lords of Mayhem,2020-06-30,2020,6,567.34,1186
Wolcen: Lords of Mayhem,2020-07-31,2020,7,566.59,1208
Wolcen: Lords of Mayhem,2020-08-31,2020,8,596.96,1410
Wolcen: Lords of Mayhem,2020-09-30,2020,9,394.98,871
Wolcen: Lords of Mayhem,2020-10-31,2020,10,318.17,664
Wolcen: Lords of Mayhem,2020-11-30,2020,11,253.38,560
Wolcen: Lords of Mayhem,2020-12-31,2020,12,2199.41,8122
Wolcen: Lords of Mayhem,2021-01-31,2021,1,971.28,2256
Wolcen: Lords of Mayhem,2021-02-28,2021,2,709.82,1321
World of Tanks Blitz,2016-10-31,2016,10,997.08,4687
World of Tanks Blitz,2016-11-30,2016,11,2813.18,8092
World of Tanks Blitz,2016-12-31,2016,12,4031.97,9989
World of Tanks Blitz,2017-01-31,2017,1,4648.53,11831
World of Tanks Blitz,2017-02-28,2017,2,5164.13,12924
World of Tanks Blitz,2017-03-31,2017,3,4366.62,9746
World of Tanks Blitz,2017-04-30,2017,4,4228.4,10079
World of Tanks Blitz,2017-05-31,2017,5,4035.85,9518
World of Tanks Blitz,2017-06-30,2017,6,4662.38,10817
World of Tanks Blitz,2017-07-31,2017,7,4899.52,8993
World of Tanks Blitz,2017-08-31,2017,8,5457.88,12890
World of Tanks Blitz,2017-09-30,2017,9,5626.29,11941
World of Tanks Blitz,2017-10-31,2017,10,6519.87,15471
World of Tanks Blitz,2017-11-30,2017,11,6566.28,13514
World of Tanks Blitz,2017-12-31,2017,12,7247.03,16510
World of Tanks Blitz,2018-01-31,2018,1,8200.01,18190
World of Tanks Blitz,2018-02-28,2018,2,8453.29,19197
World of Tanks Blitz,2018-03-31,2018,3,8711.97,19217
World of Tanks Blitz,2018-04-30,2018,4,7356.72,16618
World of Tanks Blitz,2018-05-31,2018,5,7393.19,16999
World of Tanks Blitz,2018-06-30,2018,6,7523.57,15537
World of Tanks Blitz,2018-07-31,2018,7,6879.39,16653
World of Tanks Blitz,2018-08-31,2018,8,6998.01,14693
World of Tanks Blitz,2018-09-30,2018,9,7327.16,14908
World of Tanks Blitz,2018-10-31,2018,10,8813.96,25622
World of Tanks Blitz,2018-11-30,2018,11,8448.17,21327
World of Tanks Blitz,2018-12-31,2018,12,9825.18,25340
World of Tanks Blitz,2019-01-31,2019,1,9735.77,24280
World of Tanks Blitz,2019-02-28,2019,2,9772.95,21936
World of Tanks Blitz,2019-03-31,2019,3,9407.75,19853
World of Tanks Blitz,2019-04-30,2019,4,8775.8,21920
World of Tanks Blitz,2019-05-31,2019,5,9530.14,26085
World of Tanks Blitz,2019-06-30,2019,6,10419.59,23804
World of Tanks Blitz,2019-07-31,2019,7,9105.34,21595
World of Tanks Blitz,2019-08-31,2019,8,9499.16,20013
World of Tanks Blitz,2019-09-30,2019,9,9848.22,23034
World of Tanks Blitz,2019-10-31,2019,10,11185.4,29808
World of Tanks Blitz,2019-11-30,2019,11,10786.1,25176
World of Tanks Blitz,2019-12-31,2019,12,12655.22,32114
World of Tanks Blitz,2020-01-31,2020,1,14234.25,30161
World of Tanks Blitz,2020-02-29,2020,2,12099.45,24948
World of Tanks Blitz,2020-03-31,2020,3,13500.4,29252
World of Tanks Blitz,2020-04-30,2020,4,18217.66,35866
World of Tanks Blitz,2020-05-31,2020,5,16586.89,33441
World of Tanks Blitz,2020-06-30,2020,6,14759.13,29977
World of Tanks Blitz,2020-07-31,2020,7,12807.04,23842
World of Tanks Blitz,2020-08-31,2020,8,13217.27,31012
World of Tanks Blitz,2020-09-30,2020,9,13880.8,29456
World of Tanks Blitz,2020-10-31,2020,10,14213.18,32002
World of Tanks Blitz,2020-11-30,2020,11,18174.59,37348
World of Tanks Blitz,2020-12-31,2020,12,22343.31,48471
World of Tanks Blitz,2021-01-31,2021,1,19491.54,42806
World of Tanks Blitz,2021-02-28,2021,2,18714.36,36904
XCOM 2,2016-02-29,2016,2,42239.38,132677
XCOM 2,2016-03-31,2016,3,10179.11,24055
XCOM 2,2016-04-30,2016,4,4519.24,10256
XCOM 2,2016-05-31,2016,5,4275.28,10358
XCOM 2,2016-06-30,2016,6,4450.21,9866
XCOM 2,2016-07-31,2016,7,6353.36,14289
XCOM 2,2016-08-31,2016,8,4741.71,10216
XCOM 2,2016-09-30,2016,9,3319.23,6383
XCOM 2,2016-10-31,2016,10,3606.25,8006
XCOM 2,2016-11-30,2016,11,3240.91,7085
XCOM 2,2016-12-31,2016,12,3960.51,7971
XCOM 2,2017-01-31,2017,1,8301.55,20240
XCOM 2,2017-02-28,2017,2,7561.6,16872
XCOM 2,2017-03-31,2017,3,5085.28,12075
XCOM 2,2017-04-30,2017,4,3588.66,7095
XCOM 2,2017-05-31,2017,5,3169.81,5502
XCOM 2,2017-06-30,2017,6,5376.67,11806
XCOM 2,2017-07-31,2017,7,6903.35,12370
XCOM 2,2017-08-31,2017,8,7384.67,36630
XCOM 2,2017-09-30,2017,9,17521.32,47875
XCOM 2,2017-10-31,2017,10,6148.26,14500
XCOM 2,2017-11-30,2017,11,4769.64,10625
XCOM 2,2017-12-31,2017,12,5585.48,10550
XCOM 2,2018-01-31,2018,1,5526.66,11610
XCOM 2,2018-02-28,2018,2,5096.81,10323
XCOM 2,2018-03-31,2018,3,5330.85,11597
XCOM 2,2018-04-30,2018,4,4103.07,7546
XCOM 2,2018-05-31,2018,5,5142.92,12576
XCOM 2,2018-06-30,2018,6,4125.75,7745
XCOM 2,2018-07-31,2018,7,4615.52,8106
XCOM 2,2018-08-31,2018,8,4780.8,10028
XCOM 2,2018-09-30,2018,9,3606.73,6271
XCOM 2,2018-10-31,2018,10,6637.17,16077
XCOM 2,2018-11-30,2018,11,4976.27,9797
XCOM 2,2018-12-31,2018,12,5299.94,10056
XCOM 2,2019-01-31,2019,1,5312.58,10244
XCOM 2,2019-02-28,2019,2,5090.09,9841
XCOM 2,2019-03-31,2019,3,4602.84,11047
XCOM 2,2019-04-30,2019,4,3721.22,7010
XCOM 2,2019-05-31,2019,5,3807.84,7404
XCOM 2,2019-06-30,2019,6,3859.28,7181
XCOM 2,2019-07-31,2019,7,4583.7,8178
XCOM 2,2019-08-31,2019,8,4529.72,8120
XCOM 2,2019-09-30,2019,9,3347.61,6145
XCOM 2,2019-10-31,2019,10,3305.14,5911
XCOM 2,2019-11-30,2019,11,4629.43,8387
XCOM 2,2019-12-31,2019,12,5100.4,8616
XCOM 2,2020-01-31,2020,1,4717.14,9456
XCOM 2,2020-02-29,2020,2,4393.75,7790
XCOM 2,2020-03-31,2020,3,5136.14,9819
XCOM 2,2020-04-30,2020,4,6972.26,18457
XCOM 2,2020-05-31,2020,5,8391.25,18792
XCOM 2,2020-06-30,2020,6,3881.39,6603
XCOM 2,2020-07-31,2020,7,3815,6524
XCOM 2,2020-08-31,2020,8,3149.63,5387
XCOM 2,2020-09-30,2020,9,3403.46,5593
XCOM 2,2020-10-31,2020,10,3170.83,5841
XCOM 2,2020-11-30,2020,11,3579.56,6040
XCOM 2,2020-12-31,2020,12,3647.42,6037
XCOM 2,2021-01-31,2021,1,3912.36,6656
XCOM 2,2021-02-28,2021,2,7246.61,13491
Z1 Battle Royale,2016-02-29,2016,2,14039.58,20916
Z1 Battle Royale,2016-03-31,2016,3,11275.41,19414
Z1 Battle Royale,2016-04-30,2016,4,8773.95,14312
Z1 Battle Royale,2016-05-31,2016,5,8231.03,15118
Z1 Battle Royale,2016-06-30,2016,6,8024.58,12895
Z1 Battle Royale,2016-07-31,2016,7,7844.99,11969
Z1 Battle Royale,2016-08-31,2016,8,8445.1,14232
Z1 Battle Royale,2016-09-30,2016,9,9658.93,24677
Z1 Battle Royale,2016-10-31,2016,10,15579.54,27893
Z1 Battle Royale,2016-11-30,2016,11,16185.32,27399
Z1 Battle Royale,2016-12-31,2016,12,21057.4,40645
Z1 Battle Royale,2017-01-31,2017,1,29943.92,50537
Z1 Battle Royale,2017-02-28,2017,2,41964.14,97404
Z1 Battle Royale,2017-03-31,2017,3,62621.01,123838
Z1 Battle Royale,2017-04-30,2017,4,69158.12,137985
Z1 Battle Royale,2017-05-31,2017,5,68237.59,124069
Z1 Battle Royale,2017-06-30,2017,6,71254.26,134487
Z1 Battle Royale,2017-07-31,2017,7,86807.87,150179
Z1 Battle Royale,2017-08-31,2017,8,72379.84,141064
Z1 Battle Royale,2017-09-30,2017,9,46491.72,105111
Z1 Battle Royale,2017-10-31,2017,10,31263.39,63253
Z1 Battle Royale,2017-11-30,2017,11,20748.28,42289
Z1 Battle Royale,2017-12-31,2017,12,19106.42,43250
Z1 Battle Royale,2018-01-31,2018,1,12146.55,23231
Z1 Battle Royale,2018-02-28,2018,2,7162.68,14518
Z1 Battle Royale,2018-03-31,2018,3,13673.01,41891
Z1 Battle Royale,2018-04-30,2018,4,6798.93,14339
Z1 Battle Royale,2018-05-31,2018,5,5159.27,9446
Z1 Battle Royale,2018-06-30,2018,6,5877.05,11302
Z1 Battle Royale,2018-07-31,2018,7,4794.47,9985
