gamename,date,year,month,avg,peak
Total War: ROME II - Emperor Edition,2014-12-31,2014,12,13480.04,26270
Total War: ROME II - Emperor Edition,2015-01-31,2015,1,13540.9,26122
Total War: ROME II - Emperor Edition,2015-02-28,2015,2,13671.88,38582
Total War: ROME II - Emperor Edition,2015-03-31,2015,3,9686.3,20823
Total War: ROME II - Emperor Edition,2015-04-30,2015,4,8293.82,15980
Total War: ROME II - Emperor Edition,2015-05-31,2015,5,7421.28,13583
Total War: ROME II - Emperor Edition,2015-06-30,2015,6,7803.99,19486
Total War: ROME II - Emperor Edition,2015-07-31,2015,7,8201.94,13940
Total War: ROME II - Emperor Edition,2015-08-31,2015,8,7793.55,13158
Total War: ROME II - Emperor Edition,2015-09-30,2015,9,7682.98,14179
Total War: ROME II - Emperor Edition,2015-10-31,2015,10,7586.46,13766
Total War: ROME II - Emperor Edition,2015-11-30,2015,11,6754.74,13104
Total War: ROME II - Emperor Edition,2015-12-31,2015,12,7818.92,14266
Total War: ROME II - Emperor Edition,2016-01-31,2016,1,8297.16,15490
Total War: ROME II - Emperor Edition,2016-02-29,2016,2,8219.34,15189
Total War: ROME II - Emperor Edition,2016-03-31,2016,3,7997.08,14696
Total War: ROME II - Emperor Edition,2016-04-30,2016,4,7289.63,13567
Total War: ROME II - Emperor Edition,2016-05-31,2016,5,6971.38,13493
Total War: ROME II - Emperor Edition,2016-06-30,2016,6,6250.38,11730
Total War: ROME II - Emperor Edition,2016-07-31,2016,7,6610.49,12002
Total War: ROME II - Emperor Edition,2016-08-31,2016,8,6055.15,10050
Total War: ROME II - Emperor Edition,2016-09-30,2016,9,5584.98,10454
Total War: ROME II - Emperor Edition,2016-10-31,2016,10,5390.73,10759
Total War: ROME II - Emperor Edition,2016-11-30,2016,11,5683.36,11086
Total War: ROME II - Emperor Edition,2016-12-31,2016,12,5979.33,11204
Total War: ROME II - Emperor Edition,2017-01-31,2017,1,6516.81,12012
Total War: ROME II - Emperor Edition,2017-02-28,2017,2,6041.61,11597
Total War: ROME II - Emperor Edition,2017-03-31,2017,3,5322.38,10480
Total War: ROME II - Emperor Edition,2017-04-30,2017,4,5398.75,9453
Total War: ROME II - Emperor Edition,2017-05-31,2017,5,5191.42,9370
Total War: ROME II - Emperor Edition,2017-06-30,2017,6,5423.51,10023
Total War: ROME II - Emperor Edition,2017-07-31,2017,7,5964.05,10208
Total War: ROME II - Emperor Edition,2017-08-31,2017,8,5776.24,9691
Total War: ROME II - Emperor Edition,2017-09-30,2017,9,6089.87,12366
Total War: ROME II - Emperor Edition,2017-10-31,2017,10,5193.93,9796
Total War: ROME II - Emperor Edition,2017-11-30,2017,11,5651.19,12989
Total War: ROME II - Emperor Edition,2017-12-31,2017,12,7678.75,16824
Total War: ROME II - Emperor Edition,2018-01-31,2018,1,6288.36,11222
Total War: ROME II - Emperor Edition,2018-02-28,2018,2,5723.97,10952
Total War: ROME II - Emperor Edition,2018-03-31,2018,3,6437.34,12466
Total War: ROME II - Emperor Edition,2018-04-30,2018,4,5931.48,10645
Total War: ROME II - Emperor Edition,2018-05-31,2018,5,5226.83,9434
Total War: ROME II - Emperor Edition,2018-06-30,2018,6,4822.21,8425
Total War: ROME II - Emperor Edition,2018-07-31,2018,7,5706.59,10976
Total War: ROME II - Emperor Edition,2018-08-31,2018,8,7555.1,15266
Total War: ROME II - Emperor Edition,2018-09-30,2018,9,6345.64,12165
Total War: ROME II - Emperor Edition,2018-10-31,2018,10,5842.05,10956
Total War: ROME II - Emperor Edition,2018-11-30,2018,11,4921.69,9492
Total War: ROME II - Emperor Edition,2018-12-31,2018,12,5600.8,10632
Total War: ROME II - Emperor Edition,2019-01-31,2019,1,5920.79,10529
Total War: ROME II - Emperor Edition,2019-02-28,2019,2,5802.12,11058
Total War: ROME II - Emperor Edition,2019-03-31,2019,3,5881.67,11615
Total War: ROME II - Emperor Edition,2019-04-30,2019,4,5494.68,10491
Total War: ROME II - Emperor Edition,2019-05-31,2019,5,5328.88,10085
Total War: ROME II - Emperor Edition,2019-06-30,2019,6,4609.33,8019
Total War: ROME II - Emperor Edition,2019-07-31,2019,7,4847.97,8309
Total War: ROME II - Emperor Edition,2019-08-31,2019,8,4877.03,8327
Total War: ROME II - Emperor Edition,2019-09-30,2019,9,4785.58,10713
Total War: ROME II - Emperor Edition,2019-10-31,2019,10,5050.89,9553
Total War: ROME II - Emperor Edition,2019-11-30,2019,11,4925.44,9481
Total War: ROME II - Emperor Edition,2019-12-31,2019,12,5332.55,9392
Total War: ROME II - Emperor Edition,2020-01-31,2020,1,5539.86,9836
Total War: ROME II - Emperor Edition,2020-02-29,2020,2,5646.32,10499
Total War: ROME II - Emperor Edition,2020-03-31,2020,3,7029.64,14762
Total War: ROME II - Emperor Edition,2020-04-30,2020,4,7578.43,12676
Total War: ROME II - Emperor Edition,2020-05-31,2020,5,7215.65,14805
Total War: ROME II - Emperor Edition,2020-06-30,2020,6,5615.96,9846
Total War: ROME II - Emperor Edition,2020-07-31,2020,7,5417.19,8892
Total War: ROME II - Emperor Edition,2020-08-31,2020,8,5307.37,8760
Total War: ROME II - Emperor Edition,2020-09-30,2020,9,4790.09,8342
Total War: ROME II - Emperor Edition,2020-10-31,2020,10,5540.54,10044
Total War: ROME II - Emperor Edition,2020-11-30,2020,11,5879.06,10392
Total War: ROME II - Emperor Edition,2020-12-31,2020,12,5801.03,10242
Total War: ROME II - Emperor Edition,2021-01-31,2021,1,6162.97,10547
Total War: ROME II - Emperor Edition,2021-02-28,2021,2,5696.08,9910
Total War: THREE KINGDOMS,2018-03-31,2018,3,0.06,1
Total War: THREE KINGDOMS,2019-05-31,2019,5,102719.07,191816
Total War: THREE KINGDOMS,2019-06-30,2019,6,46259.95,119246
Total War: THREE KINGDOMS,2019-07-31,2019,7,22115.3,50764
Total War: THREE KINGDOMS,2019-08-31,2019,8,12725.34,32476
Total War: THREE KINGDOMS,2019-09-30,2019,9,7774.4,15935
Total War: THREE KINGDOMS,2019-10-31,2019,10,6147.53,12312
Total War: THREE KINGDOMS,2019-11-30,2019,11,5320.01,10194
Total War: THREE KINGDOMS,2019-12-31,2019,12,6468.6,14000
Total War: THREE KINGDOMS,2020-01-31,2020,1,11550.98,25441
Total War: THREE KINGDOMS,2020-02-29,2020,2,12481.06,24579
Total War: THREE KINGDOMS,2020-03-31,2020,3,12382.31,30076
Total War: THREE KINGDOMS,2020-04-30,2020,4,9800.46,28411
Total War: THREE KINGDOMS,2020-05-31,2020,5,7822.46,13560
Total War: THREE KINGDOMS,2020-06-30,2020,6,6682.23,11849
Total War: THREE KINGDOMS,2020-07-31,2020,7,6857.4,12918
Total War: THREE KINGDOMS,2020-08-31,2020,8,6995.62,13688
Total War: THREE KINGDOMS,2020-09-30,2020,9,9700.15,21172
Total War: THREE KINGDOMS,2020-10-31,2020,10,7003.24,13241
Total War: THREE KINGDOMS,2020-11-30,2020,11,5459.29,10478
Total War: THREE KINGDOMS,2020-12-31,2020,12,5941.56,13617
Total War: THREE KINGDOMS,2021-01-31,2021,1,8047.03,15212
Total War: THREE KINGDOMS,2021-02-28,2021,2,7596.16,14490
Total War: WARHAMMER,2016-05-31,2016,5,40988.45,111909
Total War: WARHAMMER,2016-06-30,2016,6,27678.13,70633
Total War: WARHAMMER,2016-07-31,2016,7,15101.32,29273
Total War: WARHAMMER,2016-08-31,2016,8,10024.57,22052
Total War: WARHAMMER,2016-09-30,2016,9,7924.19,17244
Total War: WARHAMMER,2016-10-31,2016,10,7378.8,16013
Total War: WARHAMMER,2016-11-30,2016,11,6906.61,13326
Total War: WARHAMMER,2016-12-31,2016,12,12174.41,30310
Total War: WARHAMMER,2017-01-31,2017,1,9588.77,18821
Total War: WARHAMMER,2017-02-28,2017,2,11609.15,37560
Total War: WARHAMMER,2017-03-31,2017,3,13952.13,31117
Total War: WARHAMMER,2017-04-30,2017,4,10097.49,20548
Total War: WARHAMMER,2017-05-31,2017,5,7668.69,13940
Total War: WARHAMMER,2017-06-30,2017,6,7985.39,19377
Total War: WARHAMMER,2017-07-31,2017,7,11151.18,22679
Total War: WARHAMMER,2017-08-31,2017,8,14420.63,33925
Total War: WARHAMMER,2017-09-30,2017,9,10626.39,22323
Total War: WARHAMMER,2017-10-31,2017,10,5143.63,10816
Total War: WARHAMMER,2017-11-30,2017,11,3783.78,7787
Total War: WARHAMMER,2017-12-31,2017,12,3711.97,6940
Total War: WARHAMMER,2018-01-31,2018,1,3759.99,7167
Total War: WARHAMMER,2018-02-28,2018,2,3386.4,6509
Total War: WARHAMMER,2018-03-31,2018,3,2788.98,5039
Total War: WARHAMMER,2018-04-30,2018,4,2325.08,4069
Total War: WARHAMMER,2018-05-31,2018,5,2144.93,3708
Total War: WARHAMMER,2018-06-30,2018,6,3442.18,7652
Total War: WARHAMMER,2018-07-31,2018,7,2810.86,5001
Total War: WARHAMMER,2018-08-31,2018,8,2010.76,3414
Total War: WARHAMMER,2018-09-30,2018,9,1825.34,3288
Total War: WARHAMMER,2018-10-31,2018,10,2622.72,6512
Total War: WARHAMMER,2018-11-30,2018,11,2134.54,4369
Total War: WARHAMMER,2018-12-31,2018,12,2142.44,4072
Total War: WARHAMMER,2019-01-31,2019,1,2132.52,4208
Total War: WARHAMMER,2019-02-28,2019,2,1950.92,3868
Total War: WARHAMMER,2019-03-31,2019,3,1874.15,3795
Total War: WARHAMMER,2019-04-30,2019,4,1646.62,2986
Total War: WARHAMMER,2019-05-31,2019,5,1951.8,4223
Total War: WARHAMMER,2019-06-30,2019,6,1650.64,3031
Total War: WARHAMMER,2019-07-31,2019,7,1617.61,3154
Total War: WARHAMMER,2019-08-31,2019,8,1296.73,2201
Total War: WARHAMMER,2019-09-30,2019,9,1319.08,2338
Total War: WARHAMMER,2019-10-31,2019,10,1350.48,3046
Total War: WARHAMMER,2019-11-30,2019,11,1191.45,2352
Total War: WARHAMMER,2019-12-31,2019,12,1534.23,2629
Total War: WARHAMMER,2020-01-31,2020,1,1422.25,2652
Total War: WARHAMMER,2020-02-29,2020,2,1291.13,2348
Total War: WARHAMMER,2020-03-31,2020,3,1428.34,2715
Total War: WARHAMMER,2020-04-30,2020,4,1774.05,3506
Total War: WARHAMMER,2020-05-31,2020,5,1621.58,3095
Total War: WARHAMMER,2020-06-30,2020,6,1374.39,2796
Total War: WARHAMMER,2020-07-31,2020,7,1136.52,2207
Total War: WARHAMMER,2020-08-31,2020,8,961.94,1715
Total War: WARHAMMER,2020-09-30,2020,9,804.05,1412
Total War: WARHAMMER,2020-10-31,2020,10,1033.88,1989
Total War: WARHAMMER,2020-11-30,2020,11,944.72,1803
Total War: WARHAMMER,2020-12-31,2020,12,989.01,1845
Total War: WARHAMMER,2021-01-31,2021,1,977.17,1907
Total War: WARHAMMER,2021-02-28,2021,2,1237.39,2489
Total War: WARHAMMER II,2017-04-30,2017,4,7.45,24
Total War: WARHAMMER II,2017-05-31,2017,5,8.14,25
Total War: WARHAMMER II,2017-06-30,2017,6,10.25,31
Total War: WARHAMMER II,2017-07-31,2017,7,13.95,44
Total War: WARHAMMER II,2017-08-31,2017,8,20.8,70
Total War: WARHAMMER II,2017-09-30,2017,9,4570.96,70165
Total War: WARHAMMER II,2017-10-31,2017,10,24376.76,72112
Total War: WARHAMMER II,2017-11-30,2017,11,15088.64,32467
Total War: WARHAMMER II,2017-12-31,2017,12,10863.53,18825
Total War: WARHAMMER II,2018-01-31,2018,1,15057.01,44312
Total War: WARHAMMER II,2018-02-28,2018,2,13123.08,27120
Total War: WARHAMMER II,2018-03-31,2018,3,10416.01,18158
Total War: WARHAMMER II,2018-04-30,2018,4,10141.4,17329
Total War: WARHAMMER II,2018-05-31,2018,5,9922.53,30597
Total War: WARHAMMER II,2018-06-30,2018,6,17056.72,35954
Total War: WARHAMMER II,2018-07-31,2018,7,13304.41,22611
Total War: WARHAMMER II,2018-08-31,2018,8,10131.87,17443
Total War: WARHAMMER II,2018-09-30,2018,9,9585.12,16986
Total War: WARHAMMER II,2018-10-31,2018,10,12772.17,23798
Total War: WARHAMMER II,2018-11-30,2018,11,18636.87,42870
Total War: WARHAMMER II,2018-12-31,2018,12,15920.81,27601
Total War: WARHAMMER II,2019-01-31,2019,1,15780.07,26759
Total War: WARHAMMER II,2019-02-28,2019,2,14744.67,25328
Total War: WARHAMMER II,2019-03-31,2019,3,15441.49,28064
Total War: WARHAMMER II,2019-04-30,2019,4,20643.97,41122
Total War: WARHAMMER II,2019-05-31,2019,5,17727.36,32412
Total War: WARHAMMER II,2019-06-30,2019,6,12082.23,20246
Total War: WARHAMMER II,2019-07-31,2019,7,12276.74,20383
Total War: WARHAMMER II,2019-08-31,2019,8,11428.58,19329
Total War: WARHAMMER II,2019-09-30,2019,9,17951.9,39001
Total War: WARHAMMER II,2019-10-31,2019,10,18870.28,36973
Total War: WARHAMMER II,2019-11-30,2019,11,15565.71,28512
Total War: WARHAMMER II,2019-12-31,2019,12,24790.18,44898
Total War: WARHAMMER II,2020-01-31,2020,1,22945.57,40168
Total War: WARHAMMER II,2020-02-29,2020,2,20475.08,33920
Total War: WARHAMMER II,2020-03-31,2020,3,20736.44,33948
Total War: WARHAMMER II,2020-04-30,2020,4,24100.22,48740
Total War: WARHAMMER II,2020-05-31,2020,5,35611.15,84254
Total War: WARHAMMER II,2020-06-30,2020,6,31423.39,58006
Total War: WARHAMMER II,2020-07-31,2020,7,24552.56,40599
Total War: WARHAMMER II,2020-08-31,2020,8,20059.38,33249
Total War: WARHAMMER II,2020-09-30,2020,9,16777.08,27780
Total War: WARHAMMER II,2020-10-31,2020,10,20153.1,33874
Total War: WARHAMMER II,2020-11-30,2020,11,20983.62,36455
Total War: WARHAMMER II,2020-12-31,2020,12,27998.4,67286
Total War: WARHAMMER II,2021-01-31,2021,1,24622.4,38565
Total War: WARHAMMER II,2021-02-28,2021,2,28417.62,48027
Tree of Savior (English Ver.),2016-03-31,2016,3,1902.8,34581
Tree of Savior (English Ver.),2016-04-30,2016,4,17752,33437
Tree of Savior (English Ver.),2016-05-31,2016,5,24026.88,53277
Tree of Savior (English Ver.),2016-06-30,2016,6,13023.59,25258
Tree of Savior (English Ver.),2016-07-31,2016,7,9523.31,15975
Tree of Savior (English Ver.),2016-08-31,2016,8,6067.87,11133
Tree of Savior (English Ver.),2016-09-30,2016,9,4583.49,7148
Tree of Savior (English Ver.),2016-10-31,2016,10,4324.8,6817
Tree of Savior (English Ver.),2016-11-30,2016,11,4042.41,6218
Tree of Savior (English Ver.),2016-12-31,2016,12,3818.91,5920
Tree of Savior (English Ver.),2017-01-31,2017,1,4188.61,6336
Tree of Savior (English Ver.),2017-02-28,2017,2,3345.53,4905
Tree of Savior (English Ver.),2017-03-31,2017,3,2959.32,4416
Tree of Savior (English Ver.),2017-04-30,2017,4,3014.82,4696
Tree of Savior (English Ver.),2017-05-31,2017,5,4669.11,8454
Tree of Savior (English Ver.),2017-06-30,2017,6,4861.49,8665
Tree of Savior (English Ver.),2017-07-31,2017,7,3376.23,5184
Tree of Savior (English Ver.),2017-08-31,2017,8,2929.88,5026
Tree of Savior (English Ver.),2017-09-30,2017,9,2238.23,3407
Tree of Savior (English Ver.),2017-10-31,2017,10,2214.19,3170
Tree of Savior (English Ver.),2017-11-30,2017,11,1628.93,2831
Tree of Savior (English Ver.),2017-12-31,2017,12,2085.74,3661
Tree of Savior (English Ver.),2018-01-31,2018,1,1861.26,2834
Tree of Savior (English Ver.),2018-02-28,2018,2,1495.77,2378
Tree of Savior (English Ver.),2018-03-31,2018,3,1361.06,2332
Tree of Savior (English Ver.),2018-04-30,2018,4,1689.79,2441
Tree of Savior (English Ver.),2018-05-31,2018,5,1658.96,2666
Tree of Savior (English Ver.),2018-06-30,2018,6,1494.82,2547
Tree of Savior (English Ver.),2018-07-31,2018,7,1659.62,2560
Tree of Savior (English Ver.),2018-08-31,2018,8,1432.27,2272
Tree of Savior (English Ver.),2018-09-30,2018,9,2212.81,3453
Tree of Savior (English Ver.),2018-10-31,2018,10,1334.74,2480
Tree of Savior (English Ver.),2018-11-30,2018,11,1330.88,1954
Tree of Savior (English Ver.),2018-12-31,2018,12,1243.55,1833
Tree of Savior (English Ver.),2019-01-31,2019,1,2071.51,4451
Tree of Savior (English Ver.),2019-02-28,2019,2,1974.35,2994
Tree of Savior (English Ver.),2019-03-31,2019,3,1631.01,2613
Tree of Savior (English Ver.),2019-04-30,2019,4,1546.99,2233
Tree of Savior (English Ver.),2019-05-31,2019,5,1568.97,2437
Tree of Savior (English Ver.),2019-06-30,2019,6,1458.22,2108
Tree of Savior (English Ver.),2019-07-31,2019,7,1200.54,1723
Tree of Savior (English Ver.),2019-08-31,2019,8,1183.91,1698
Tree of Savior (English Ver.),2019-09-30,2019,9,1032.44,1592
Tree of Savior (English Ver.),2019-10-31,2019,10,1141.35,1806
Tree of Savior (English Ver.),2019-11-30,2019,11,1528.66,2131
Tree of Savior (English Ver.),2019-12-31,2019,12,1247.16,1914
Tree of Savior (English Ver.),2020-01-31,2020,1,1389.61,1963
Tree of Savior (English Ver.),2020-02-29,2020,2,1866.94,2981
Tree of Savior (English Ver.),2020-03-31,2020,3,2487.54,3552
Tree of Savior (English Ver.),2020-04-30,2020,4,3407.23,4751
Tree of Savior (English Ver.),2020-05-31,2020,5,3184.96,4192
Tree of Savior (English Ver.),2020-06-30,2020,6,2738.79,3733
Tree of Savior (English Ver.),2020-07-31,2020,7,2533.01,3170
Tree of Savior (English Ver.),2020-08-31,2020,8,2908.65,4392
Tree of Savior (English Ver.),2020-09-30,2020,9,2323.6,3230
Tree of Savior (English Ver.),2020-10-31,2020,10,1838.36,2311
Tree of Savior (English Ver.),2020-11-30,2020,11,1703.25,2197
Tree of Savior (English Ver.),2020-12-31,2020,12,1541.4,2059
Tree of Savior (English Ver.),2021-01-31,2021,1,1768.89,2227
Tree of Savior (English Ver.),2021-02-28,2021,2,1555.43,2203
Trove,2015-06-30,2015,6,1.3,7
Trove,2015-07-31,2015,7,26293.15,58709
Trove,2015-08-31,2015,8,23310.29,50940
Trove,2015-09-30,2015,9,11776.02,24131
Trove,2015-10-31,2015,10,10110.51,19269
Trove,2015-11-30,2015,11,8036.72,17623
Trove,2015-12-31,2015,12,7630.45,14565
Trove,2016-01-31,2016,1,7096.08,14096
Trove,2016-02-29,2016,2,6626.46,11857
Trove,2016-03-31,2016,3,5692.92,10708
Trove,2016-04-30,2016,4,5477.63,11375
Trove,2016-05-31,2016,5,5811.51,11561
Trove,2016-06-30,2016,6,6087.92,9932
Trove,2016-07-31,2016,7,8176.4,14099
Trove,2016-08-31,2016,8,5759.93,9616
Trove,2016-09-30,2016,9,4666.99,8969
Trove,2016-10-31,2016,10,4439.1,8308
Trove,2016-11-30,2016,11,4459.35,8328
Trove,2016-12-31,2016,12,4958.4,9693
Trove,2017-01-31,2017,1,4779.85,8666
Trove,2017-02-28,2017,2,4693.13,8165
Trove,2017-03-31,2017,3,4386.52,8717
Trove,2017-04-30,2017,4,4325.91,7301
Trove,2017-05-31,2017,5,3916.95,7302
Trove,2017-06-30,2017,6,4044.99,6896
Trove,2017-07-31,2017,7,6090.29,10222
Trove,2017-08-31,2017,8,5837.8,11945
Trove,2017-09-30,2017,9,4480.71,9040
Trove,2017-10-31,2017,10,3602.73,6766
Trove,2017-11-30,2017,11,3575.23,6828
Trove,2017-12-31,2017,12,3654.61,6109
Trove,2018-01-31,2018,1,3406.72,5788
Trove,2018-02-28,2018,2,3903.51,7423
Trove,2018-03-31,2018,3,3765.35,7726
Trove,2018-04-30,2018,4,4216.06,7709
Trove,2018-05-31,2018,5,3375.16,5670
Trove,2018-06-30,2018,6,3373.91,7204
Trove,2018-07-31,2018,7,4317.29,6960
Trove,2018-08-31,2018,8,3829.1,6953
Trove,2018-09-30,2018,9,2969.44,5726
Trove,2018-10-31,2018,10,2688.67,4762
Trove,2018-11-30,2018,11,2144.79,4059
Trove,2018-12-31,2018,12,2646.76,5255
Trove,2019-01-31,2019,1,3128.7,5263
Trove,2019-02-28,2019,2,2468.17,4429
Trove,2019-03-31,2019,3,2537.22,4618
Trove,2019-04-30,2019,4,2664.19,4718
Trove,2019-05-31,2019,5,2542.45,4167
Trove,2019-06-30,2019,6,2562.73,4099
Trove,2019-07-31,2019,7,2319.08,3852
Trove,2019-08-31,2019,8,2096.31,3839
Trove,2019-09-30,2019,9,2113.29,4048
Trove,2019-10-31,2019,10,1739.56,3171
Trove,2019-11-30,2019,11,1928.12,3410
Trove,2019-12-31,2019,12,1920.73,3110
Trove,2020-01-31,2020,1,1876.43,2975
Trove,2020-02-29,2020,2,2028.18,3235
Trove,2020-03-31,2020,3,2809.93,5450
Trove,2020-04-30,2020,4,3735.09,5570
Trove,2020-05-31,2020,5,3826.95,6477
Trove,2020-06-30,2020,6,2672.79,4423
Trove,2020-07-31,2020,7,2216.12,3371
Trove,2020-08-31,2020,8,2250.84,3291
Trove,2020-09-30,2020,9,2036.91,3190
Trove,2020-10-31,2020,10,1628.02,2522
Trove,2020-11-30,2020,11,1664.94,2495
Trove,2020-12-31,2020,12,1702.05,2673
Trove,2021-01-31,2021,1,1787.33,2569
Trove,2021-02-28,2021,2,1845.99,2744
Unturned,2014-06-30,2014,6,4.33,20
Unturned,2014-07-31,2014,7,30794.22,62450
Unturned,2014-08-31,2014,8,29360.41,53547
Unturned,2014-09-30,2014,9,12942.77,28228
Unturned,2014-10-31,2014,10,8911,20208
Unturned,2014-11-30,2014,11,7703.26,16744
Unturned,2014-12-31,2014,12,8439.39,16702
Unturned,2015-01-31,2015,1,8445.18,18529
Unturned,2015-02-28,2015,2,9409.75,17570
Unturned,2015-03-31,2015,3,8391.11,18889
Unturned,2015-04-30,2015,4,10288.36,19519
Unturned,2015-05-31,2015,5,10249.8,19261
Unturned,2015-06-30,2015,6,12163.14,19518
Unturned,2015-07-31,2015,7,17319.53,27275
Unturned,2015-08-31,2015,8,19972.91,31354
Unturned,2015-09-30,2015,9,16831.3,35834
Unturned,2015-10-31,2015,10,18496.65,36178
Unturned,2015-11-30,2015,11,14896.81,29720
Unturned,2015-12-31,2015,12,17261.13,33157
Unturned,2016-01-31,2016,1,18848.51,42322
Unturned,2016-02-29,2016,2,20993.91,40166
Unturned,2016-03-31,2016,3,19476.9,39345
Unturned,2016-04-30,2016,4,16950.49,34174
Unturned,2016-05-31,2016,5,16189.73,32941
Unturned,2016-06-30,2016,6,24150.97,38486
Unturned,2016-07-31,2016,7,28739.29,39683
Unturned,2016-08-31,2016,8,34207.88,55141
Unturned,2016-09-30,2016,9,23953.29,50338
Unturned,2016-10-31,2016,10,22850.05,48001
Unturned,2016-11-30,2016,11,20551.59,42720
Unturned,2016-12-31,2016,12,20266.72,37381
Unturned,2017-01-31,2017,1,21131.31,37434
Unturned,2017-02-28,2017,2,22151.24,42677
Unturned,2017-03-31,2017,3,18117.75,36179
Unturned,2017-04-30,2017,4,18284.68,32278
Unturned,2017-05-31,2017,5,16884.21,30764
Unturned,2017-06-30,2017,6,18579.59,29466
Unturned,2017-07-31,2017,7,23564.34,38020
Unturned,2017-08-31,2017,8,20882.47,29593
Unturned,2017-09-30,2017,9,15008.75,29124
Unturned,2017-10-31,2017,10,14994.02,31647
Unturned,2017-11-30,2017,11,14843.81,32111
Unturned,2017-12-31,2017,12,16844.96,32615
Unturned,2018-01-31,2018,1,16356.82,30976
Unturned,2018-02-28,2018,2,13553.17,25783
Unturned,2018-03-31,2018,3,12029.66,23439
Unturned,2018-04-30,2018,4,10578.66,19593
Unturned,2018-05-31,2018,5,10608.19,18483
Unturned,2018-06-30,2018,6,13918.77,20832
Unturned,2018-07-31,2018,7,14666.05,20387
Unturned,2018-08-31,2018,8,14581.09,19884
Unturned,2018-09-30,2018,9,11807.35,20381
Unturned,2018-10-31,2018,10,11582.28,21804
Unturned,2018-11-30,2018,11,14150.3,24199
Unturned,2018-12-31,2018,12,18162.71,36913
Unturned,2019-01-31,2019,1,22614.65,33900
Unturned,2019-02-28,2019,2,16352.54,30621
Unturned,2019-03-31,2019,3,11244.77,18997
Unturned,2019-04-30,2019,4,11236.02,18742
Unturned,2019-05-31,2019,5,10848.11,17703
Unturned,2019-06-30,2019,6,12092.68,17004
Unturned,2019-07-31,2019,7,15077.53,23751
Unturned,2019-08-31,2019,8,13561.73,18376
Unturned,2019-09-30,2019,9,12057.08,18809
Unturned,2019-10-31,2019,10,15673.54,47500
Unturned,2019-11-30,2019,11,17315.16,31714
Unturned,2019-12-31,2019,12,17095.73,38088
Unturned,2020-01-31,2020,1,17665.01,34544
Unturned,2020-02-29,2020,2,19753.06,33921
Unturned,2020-03-31,2020,3,23798.73,42396
Unturned,2020-04-30,2020,4,28731.95,39947
Unturned,2020-05-31,2020,5,21834.93,35923
Unturned,2020-06-30,2020,6,22065.05,33699
Unturned,2020-07-31,2020,7,17624.51,27512
Unturned,2020-08-31,2020,8,19722.35,25994
Unturned,2020-09-30,2020,9,17820.96,29380
Unturned,2020-10-31,2020,10,22261.63,36561
Unturned,2020-11-30,2020,11,20002.9,33403
Unturned,2020-12-31,2020,12,19185.61,32524
Unturned,2021-01-31,2021,1,22042.28,30006
Unturned,2021-02-28,2021,2,23555.92,50209
Wallpaper Engine,2016-09-30,2016,9,0.13,2
Wallpaper Engine,2016-10-31,2016,10,44.24,194
Wallpaper Engine,2016-11-30,2016,11,44.33,92
Wallpaper Engine,2016-12-31,2016,12,1518.74,15732
Wallpaper Engine,2017-01-31,2017,1,7395.17,15919
Wallpaper Engine,2017-02-28,2017,2,8184.55,20378
Wallpaper Engine,2017-03-31,2017,3,8934.56,16935
Wallpaper Engine,2017-04-30,2017,4,6943.57,11941
Wallpaper Engine,2017-05-31,2017,5,6711.2,11672
Wallpaper Engine,2017-06-30,2017,6,6839.14,12452
Wallpaper Engine,2017-07-31,2017,7,6065.92,10634
Wallpaper Engine,2017-08-31,2017,8,5496.23,8443
Wallpaper Engine,2017-09-30,2017,9,5981.11,10332
Wallpaper Engine,2017-10-31,2017,10,5920.53,9332
Wallpaper Engine,2017-11-30,2017,11,6103.28,10661
Wallpaper Engine,2017-12-31,2017,12,6851.55,11397
Wallpaper Engine,2018-01-31,2018,1,7176.52,11641
Wallpaper Engine,2018-02-28,2018,2,6783.73,9481
Wallpaper Engine,2018-03-31,2018,3,7353.5,13702
Wallpaper Engine,2018-04-30,2018,4,7721.59,12474
Wallpaper Engine,2018-05-31,2018,5,7620.81,12961
Wallpaper Engine,2018-06-30,2018,6,7697.82,12434
Wallpaper Engine,2018-07-31,2018,7,8035.07,11980
Wallpaper Engine,2018-08-31,2018,8,7806.81,11536
Wallpaper Engine,2018-09-30,2018,9,7762.73,11882
Wallpaper Engine,2018-10-31,2018,10,7718.85,11420
Wallpaper Engine,2018-11-30,2018,11,8948.53,13155
Wallpaper Engine,2018-12-31,2018,12,9356.55,13288
Wallpaper Engine,2019-01-31,2019,1,10030.61,13634
Wallpaper Engine,2019-02-28,2019,2,9513.52,13241
Wallpaper Engine,2019-03-31,2019,3,9443.47,14369
Wallpaper Engine,2019-04-30,2019,4,10227.09,15770
Wallpaper Engine,2019-05-31,2019,5,10531.86,15353
Wallpaper Engine,2019-06-30,2019,6,10874.37,17022
Wallpaper Engine,2019-07-31,2019,7,11481.45,15683
Wallpaper Engine,2019-08-31,2019,8,12282.33,17325
Wallpaper Engine,2019-09-30,2019,9,12781.13,20262
Wallpaper Engine,2019-10-31,2019,10,12839.75,22241
Wallpaper Engine,2019-11-30,2019,11,13632.5,21292
Wallpaper Engine,2019-12-31,2019,12,15294.79,24959
Wallpaper Engine,2020-01-31,2020,1,17000.55,25694
Wallpaper Engine,2020-02-29,2020,2,20443.22,30645
Wallpaper Engine,2020-03-31,2020,3,24957.25,37293
